监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2019/6/1 19:00,监测点A2,3,48,21,10,7,1,26.7,82,1004.1,0.5,112.3
2019/6/1 20:00,监测点A2,2,49,20,10,2,1,26.8,81,1004.6,0.8,84.7
2019/6/1 21:00,监测点A2,3,42,23,12,7,0.9,26.5,84,1005.4,1.2,226.7
2019/6/1 22:00,监测点A2,3,37,20,11,8,0.8,26.1,87,1005.7,0.6,207.2
2019/6/1 23:00,监测点A2,2,29,14,11,12,0.7,25.9,86,1005.6,1.4,170.2
2019/6/2 0:00,监测点A2,3,31,15,7,12,0.6,25.6,85,1005.2,1.3,190.1
2019/6/2 1:00,监测点A2,4,20,13,4,24,0.6,25.5,84,1004.7,0.9,204
2019/6/2 2:00,监测点A2,2,21,8,4,25,0.5,25.3,84,1004.3,1.5,182.1
2019/6/2 3:00,监测点A2,3,22,17,3,22,0.6,25.3,83,1003.8,1,178.9
2019/6/2 4:00,监测点A2,4,35,8,2,8,0.6,25.3,83,1003.7,1,167.6
2019/6/2 5:00,监测点A2,5,32,20,5,6,0.7,25.4,84,1004,1.1,155.1
2019/6/2 6:00,监测点A2,0,28,18,11,6,0.7,25.5,84,1004.5,0.6,151.8
2019/6/2 7:00,监测点A2,9,30,24,11,12,0.8,26,82,1004.9,0.9,171.4
2019/6/2 8:00,监测点A2,11,36,32,11,17,0.8,26.9,78,1005.3,0.9,175.3
2019/6/2 9:00,监测点A2,10,32,39,18,28,0.8,27.6,75,1005.8,1.1,195.3
2019/6/2 10:00,监测点A2,5,21,31,12,52,0.8,28,75,1005.7,1.1,200.3
2019/6/2 11:00,监测点A2,3,17,27,11,65,0.7,28.2,76,1005.3,1.7,203.3
2019/6/2 12:00,监测点A2,2,15,30,10,68,0.7,28.5,75,1004.7,2.1,208.7
2019/6/2 13:00,监测点A2,2,13,20,7,73,0.7,29.3,70,1004.1,1.9,210.3
2019/6/2 14:00,监测点A2,3,15,21,12,60,0.6,29.1,69,1003.5,2.6,194
2019/6/2 15:00,监测点A2,2,21,20,8,37,0.5,25.6,81,1003,2.7,174.7
2019/6/2 16:00,监测点A2,2,24,12,1,32,0.6,25.9,82,1002.8,2,167.6
2019/6/2 17:00,监测点A2,5,31,17,0,29,0.8,26.5,79,1002.9,1.8,167.2
2019/6/2 18:00,监测点A2,5,28,21,13,30,0.7,26.8,78,1002.9,2.2,166.6
2019/6/2 19:00,监测点A2,4,31,19,8,21,0.8,26.8,79,1003.3,1.4,162.6
2019/6/2 20:00,监测点A2,8,36,23,8,13,0.9,26.6,80,1004,1.3,161.2
2019/6/2 21:00,监测点A2,9,37,32,15,10,0.9,26.4,82,1004.6,1.3,150.5
2019/6/2 22:00,监测点A2,9,34,39,20,11,0.9,26.4,81,1005,1.5,164.9
2019/6/2 23:00,监测点A2,7,32,31,19,13,1,26.4,82,1005.2,2,159.9
2019/6/3 0:00,监测点A2,7,36,31,10,10,0.9,26.4,82,1004.9,1.3,177.8
2019/6/3 1:00,监测点A2,7,31,30,7,17,0.8,26.5,80,1004.6,1.2,179.3
2019/6/3 2:00,监测点A2,7,29,22,9,18,0.7,26.5,80,1004.4,1,178.6
2019/6/3 3:00,监测点A2,4,20,19,14,25,0.7,26.2,82,1004.1,1,198.8
2019/6/3 4:00,监测点A2,3,22,21,8,23,0.7,25.8,85,1003.9,1.2,174
2019/6/3 5:00,监测点A2,2,31,13,7,12,0.7,25.7,86,1004,1.2,169.6
2019/6/3 6:00,监测点A2,3,36,16,7,9,0.8,25.7,86,1004.2,1.2,152.5
2019/6/3 7:00,监测点A2,4,29,26,16,22,0.9,26.1,84,1004.7,1.6,189.7
2019/6/3 8:00,监测点A2,5,24,19,4,30,0.8,26.7,80,1005.3,2,182.8
2019/6/3 9:00,监测点A2,6,24,16,5,40,0.8,27.6,76,1005.7,1.7,189.3
2019/6/3 10:00,监测点A2,3,17,28,7,65,0.7,28.5,71,1005.7,2.1,192.9
2019/6/3 11:00,监测点A2,2,14,19,6,86,0.7,29.7,66,1005.1,2.1,195.8
2019/6/3 12:00,监测点A2,2,12,17,8,103,0.7,30.4,62,1004.8,2,200.4
2019/6/3 13:00,监测点A2,2,11,21,6,112,0.7,31.5,59,1004.1,2,189.2
2019/6/3 14:00,监测点A2,2,13,17,7,106,0.7,32.1,56,1003.2,1.9,204.7
2019/6/3 15:00,监测点A2,3,11,23,12,106,0.7,32.5,53,1002.7,2,204.6
2019/6/3 16:00,监测点A2,3,15,29,9,106,0.7,32.1,56,1002.3,1.9,179.1
2019/6/3 17:00,监测点A2,2,20,25,9,84,0.9,29.3,72,1002.7,1.5,236.3
2019/6/3 18:00,监测点A2,2,31,29,17,63,0.9,28.4,77,1003.1,0.7,189.4
2019/6/3 19:00,监测点A2,1,58,24,12,26,1.1,28,80,1003.6,1,123.5
2019/6/3 20:00,监测点A2,2,56,30,16,19,1.1,27.7,78,1004,0.8,135.1
2019/6/3 21:00,监测点A2,2,59,27,11,11,1.1,27.7,77,1004.3,0.7,146.7
2019/6/3 22:00,监测点A2,3,65,35,17,2,1.1,27.5,78,1004.7,1.2,88.9
2019/6/3 23:00,监测点A2,3,62,45,16,2,1.1,27.2,81,1005.3,0.9,107
2019/6/4 0:00,监测点A2,4,49,34,17,7,1,27.5,79,1005.3,0.9,170
2019/6/4 1:00,监测点A2,6,29,45,21,23,0.8,27.3,80,1005.1,0.8,155.6
2019/6/4 2:00,监测点A2,5,30,30,11,21,0.7,27.1,82,1005.3,0.7,148.7
2019/6/4 3:00,监测点A2,5,26,31,11,21,0.7,26.9,83,1005.3,0.6,146.9
2019/6/4 4:00,监测点A2,4,33,28,8,12,0.7,26.9,84,1005.5,0.6,150.4
2019/6/4 5:00,监测点A2,4,39,30,12,5,0.8,26.8,84,1005.5,0.6,134.5
2019/6/4 6:00,监测点A2,11,39,34,16,3,0.8,27.1,82,1006.1,0.5,95.3
2019/6/4 7:00,监测点A2,5,38,32,16,12,1,28,78,1006.6,0.7,155.7
2019/6/4 8:00,监测点A2,6,29,27,13,35,0.8,29.3,71,1006.9,1,174.9
2019/6/4 9:00,监测点A2,5,19,29,11,56,0.7,29.9,68,1007.4,1.7,199.6
2019/6/4 10:00,监测点A2,4,14,36,10,75,0.7,30.8,64,1007.3,1.8,197.5
2019/6/4 11:00,监测点A2,3,14,28,9,88,0.6,31.3,61,1007,1.7,201.3
2019/6/4 12:00,监测点A2,3,14,26,11,108,0.6,31.7,59,1006.2,1.3,197
2019/6/4 13:00,监测点A2,3,16,32,11,106,0.6,31.2,59,1005.5,2.1,196.2
2019/6/4 14:00,监测点A2,2,15,28,10,64,0.6,26.1,77,1006,4.5,168.6
2019/6/4 15:00,监测点A2,2,29,14,6,48,0.6,25.5,78,1006.2,1.9,36.6
2019/6/4 16:00,监测点A2,2,33,15,1,41,0.7,25.4,82,1006.4,1.5,37.3
2019/6/4 17:00,监测点A2,2,44,14,2,27,0.8,25.5,82,1006.5,1.1,44.5
2019/6/4 18:00,监测点A2,2,56,23,10,15,0.9,25.4,83,1005.6,1.4,161.6
2019/6/4 19:00,监测点A2,2,62,22,11,5,1,25.8,83,1005.3,1.9,195.8
2019/6/4 20:00,监测点A2,4,56,30,9,6,0.8,25.8,83,1005.7,0.6,152.8
2019/6/4 21:00,监测点A2,5,59,25,11,2,1,26,84,1006,1.2,38.9
2019/6/4 22:00,监测点A2,4,58,41,17,2,0.9,25.8,84,1006.4,1.4,48.8
2019/6/4 23:00,监测点A2,4,60,33,16,2,1,25.9,83,1006.6,1.7,83.3
2019/6/5 0:00,监测点A2,5,59,32,18,2,1.1,26,83,1006.4,0.8,95.9
2019/6/5 1:00,监测点A2,5,54,42,20,2,1,26.1,84,1005.9,0.5,91.6
2019/6/5 2:00,监测点A2,4,52,42,22,2,1,26.2,84,1005.6,0.9,88.6
2019/6/5 3:00,监测点A2,5,51,41,18,2,1,26.2,84,1005.5,1,77.6
2019/6/5 4:00,监测点A2,5,49,56,25,2,1,26.2,85,1005.6,1.4,75.3
2019/6/5 5:00,监测点A2,5,44,46,22,2,1,26.2,87,1006,0.6,90.5
2019/6/5 6:00,监测点A2,4,40,42,26,3,1.1,26.4,87,1006.3,0.9,94.4
2019/6/5 7:00,监测点A2,3,37,51,27,6,1.2,27.3,84,1007,0.8,80.2
2019/6/5 8:00,监测点A2,4,31,58,44,8,1,28.6,78,1007.4,1.1,134.9
2019/6/5 9:00,监测点A2,4,19,25,14,27,0.7,29.7,71,1007.8,2.5,160.8
2019/6/5 10:00,监测点A2,5,16,23,8,62,0.6,30.7,65,1007.9,2.7,158.4
2019/6/5 11:00,监测点A2,5,16,17,8,75,0.6,31.4,61,1007.7,2.8,170.2
2019/6/5 12:00,监测点A2,5,13,26,10,61,0.6,31.3,61,1007.2,3,173.6
2019/6/5 13:00,监测点A2,7,16,14,8,41,0.7,30.2,65,1006.7,2.6,176.9
2019/6/5 14:00,监测点A2,3,28,19,5,14,0.8,28,76,1006.6,1,209.5
2019/6/5 15:00,监测点A2,4,43,22,8,4,1,28.6,77,1006.3,0.7,233.7
2019/6/5 16:00,监测点A2,6,26,42,17,21,0.7,29.9,69,1006.1,1.8,183.6
2019/6/5 17:00,监测点A2,4,27,27,7,15,0.8,29.4,71,1006.2,1.4,178
2019/6/5 18:00,监测点A2,5,38,21,5,7,0.9,28.9,76,1006,1,157.9
2019/6/5 19:00,监测点A2,8,41,27,11,2,1,28.9,76,1006.2,0.8,151.5
2019/6/5 20:00,监测点A2,9,32,49,20,3,0.9,28.8,73,1006.2,1,157.1
2019/6/5 21:00,监测点A2,8,35,32,12,2,1,28.6,74,1006.6,0.7,168.7
2019/6/5 22:00,监测点A2,6,33,40,18,3,1,28.5,76,1007.3,1.2,152.6
2019/6/5 23:00,监测点A2,5,26,48,13,6,0.7,28.4,77,1007.4,1.8,161.8
2019/6/6 0:00,监测点A2,4,23,24,9,7,0.7,28.2,79,1007.2,1.2,161.1
2019/6/6 1:00,监测点A2,4,20,21,6,7,0.6,28,80,1006.9,1.1,151.4
2019/6/6 2:00,监测点A2,4,22,21,8,7,0.6,27.9,81,1006.3,1.1,156.1
2019/6/6 3:00,监测点A2,5,21,26,8,9,0.6,27.8,82,1006.2,1.3,156.1
2019/6/6 4:00,监测点A2,5,17,17,7,13,0.6,27.9,80,1006.6,1.6,162.4
2019/6/6 5:00,监测点A2,6,25,20,18,7,0.6,27.8,81,1007.1,1.3,163.6
2019/6/6 6:00,监测点A2,17,24,19,14,6,0.7,27.9,80,1007.8,1.2,153.7
2019/6/6 7:00,监测点A2,7,24,23,17,14,0.8,28.6,77,1008.4,1.4,155.1
2019/6/6 8:00,监测点A2,7,19,22,16,30,0.7,29.7,71,1008.6,2.6,158.6
2019/6/6 9:00,监测点A2,10,17,26,11,50,0.7,30.7,66,1008.7,3,159.2
2019/6/6 10:00,监测点A2,7,15,25,7,71,0.6,31.5,62,1008.8,2.5,172
2019/6/6 11:00,监测点A2,4,14,19,9,73,0.6,32,60,1008.4,2.8,181.1
2019/6/6 12:00,监测点A2,3,12,0,6,69,0.6,31.9,60,1007.8,2.2,192.4
2019/6/6 13:00,监测点A2,2,20,0,0,56,0.6,31.1,66,1007.4,1.6,215.8
2019/6/6 14:00,监测点A2,2,22,26,10,41,0.6,29.5,69,1007.3,1.4,204.1
2019/6/6 15:00,监测点A2,2,31,14,8,45,0.6,31.1,64,1006.9,0.8,160.6
2019/6/6 16:00,监测点A2,3,20,23,6,80,0.6,32.3,60,1006.3,2.1,178.3
2019/6/6 17:00,监测点A2,4,17,29,5,59,0.6,31.7,58,1006,2.4,173.1
2019/6/6 18:00,监测点A2,2,20,20,3,48,0.6,31.1,60,1006.5,2.4,168.9
2019/6/6 19:00,监测点A2,2,19,31,2,41,0.6,30.3,64,1006.7,2.7,163.2
2019/6/6 20:00,监测点A2,3,20,20,3,33,0.7,29.9,68,1007,3.1,167
2019/6/6 21:00,监测点A2,5,23,26,6,29,0.7,29.5,70,1007.7,2.7,161.8
2019/6/6 22:00,监测点A2,20,29,28,11,20,0.8,29.2,71,1008.3,2,171.9
2019/6/6 23:00,监测点A2,8,15,30,14,30,0.6,28.9,75,1008.3,1.5,167.3
2019/6/7 0:00,监测点A2,5,19,18,8,23,0.6,28.7,76,1008.1,1.2,160.8
2019/6/7 1:00,监测点A2,5,19,20,5,23,0.6,28.5,77,1007.6,2.1,160.3
2019/6/7 2:00,监测点A2,8,23,21,4,19,0.6,28.4,77,1007.7,1.5,162.4
2019/6/7 3:00,监测点A2,13,25,24,4,16,0.6,28.3,77,1008,1.1,165.8
2019/6/7 4:00,监测点A2,8,15,20,4,27,0.6,28.2,78,1008.1,1.9,149.4
2019/6/7 5:00,监测点A2,6,16,26,2,24,0.6,28,79,1007.9,2,158.4
2019/6/7 6:00,监测点A2,8,20,22,0,20,0.6,28.2,79,1008.3,1.7,163.2
2019/6/7 7:00,监测点A2,10,14,19,1,30,0.6,29,74,1008.8,2,164
2019/6/7 8:00,监测点A2,7,13,20,2,37,0.6,29.7,69,1009.1,1.8,181
2019/6/7 9:00,监测点A2,5,13,17,6,46,0.7,30.9,63,1009.3,1.4,212.1
2019/6/7 10:00,监测点A2,3,9,24,7,64,0.6,31.9,58,1009,1.9,187.8
2019/6/7 11:00,监测点A2,3,11,9,4,75,0.6,32.3,56,1008.6,2,205.3
2019/6/7 12:00,监测点A2,2,13,21,3,70,0.7,32,59,1008.2,1.4,213.4
2019/6/7 13:00,监测点A2,2,11,21,6,80,0.6,33.1,55,1007.4,1.3,225.5
2019/6/7 14:00,监测点A2,2,9,20,7,71,0.5,33.7,50,1006.7,2.2,196.4
2019/6/7 15:00,监测点A2,2,8,18,1,70,0.5,34.2,48,1005.8,2.3,208.4
2019/6/7 16:00,监测点A2,3,8,14,-2,67,0.5,33.8,48,1005.2,2.9,186.3
2019/6/7 17:00,监测点A2,2,10,16,-1,62,0.6,33.8,48,1005,2.2,181.9
2019/6/7 18:00,监测点A2,2,10,15,0,53,0.6,32.9,54,1005.4,3,165.3
2019/6/7 19:00,监测点A2,3,10,20,1,39,0.6,31.5,62,1005.8,3.6,158.7
2019/6/7 20:00,监测点A2,3,11,19,3,30,0.6,30.6,66,1006.3,2.6,165.8
2019/6/7 21:00,监测点A2,2,11,17,2,27,0.6,30,69,1006.5,2.3,175
2019/6/7 22:00,监测点A2,2,12,14,-1,26,0.6,29.5,72,1007.2,1.9,190
2019/6/7 23:00,监测点A2,2,10,15,3,27,0.6,29.1,75,1007.3,2,167.3
2019/6/8 0:00,监测点A2,3,10,8,4,28,0.5,28.9,76,1007.1,2,168.8
2019/6/8 1:00,监测点A2,3,10,10,1,26,0.5,28.7,76,1007.1,1.7,178.9
2019/6/8 2:00,监测点A2,3,9,11,4,27,0.5,28.6,76,1007.1,1.1,157.5
2019/6/8 3:00,监测点A2,3,11,12,3,24,0.5,28.5,76,1007.1,1.2,156.4
2019/6/8 4:00,监测点A2,3,11,15,2,22,0.5,28.5,75,1006.9,1.7,162.3
2019/6/8 5:00,监测点A2,4,16,12,-1,17,0.5,28.4,75,1006.9,2,166.5
2019/6/8 6:00,监测点A2,11,16,16,2,17,0.5,28.5,75,1007.1,1.8,159.5
2019/6/8 7:00,监测点A2,7,16,16,3,21,0.6,29.1,73,1007.4,1.5,166.9
2019/6/8 8:00,监测点A2,6,13,19,3,29,0.6,29.9,69,1007.6,1.7,176.2
2019/6/8 9:00,监测点A2,5,11,16,7,47,0.6,30.9,62,1007.2,2.8,191.3
2019/6/8 10:00,监测点A2,3,9,17,4,59,0.6,32,55,1007.1,2.7,188.9
2019/6/8 11:00,监测点A2,2,8,15,1,68,0.5,32.8,51,1006.5,2.8,191.2
2019/6/8 12:00,监测点A2,2,8,16,2,68,0.5,33.7,48,1005.8,2.4,188.5
2019/6/8 13:00,监测点A2,2,8,10,3,71,0.5,34.4,46,1004.7,2.4,194.9
2019/6/8 14:00,监测点A2,2,9,13,1,64,0.5,33.4,52,1004,2.1,217.3
2019/6/8 15:00,监测点A2,2,9,19,-1,58,0.5,34.4,47,1003.4,2.3,200.4
2019/6/8 16:00,监测点A2,2,9,22,1,57,0.5,34.4,46,1002.8,3,199.3
2019/6/8 17:00,监测点A2,2,9,23,0,56,0.5,34.1,45,1002.4,3,199
2019/6/8 18:00,监测点A2,2,13,13,-2,47,0.6,33.3,48,1002.5,2.5,196.3
2019/6/8 19:00,监测点A2,2,14,24,1,36,0.6,31.9,54,1002.7,2.7,168.4
2019/6/8 20:00,监测点A2,4,14,19,3,28,0.6,30.9,58,1003.3,2.5,162.9
2019/6/8 21:00,监测点A2,6,17,17,3,22,0.6,30.3,60,1003.8,2.2,165.4
2019/6/8 22:00,监测点A2,4,14,28,11,24,0.6,29.8,63,1004.3,2.3,176.3
2019/6/8 23:00,监测点A2,4,14,25,8,22,0.6,29.3,69,1004.2,2.3,170.9
2019/6/9 0:00,监测点A2,4,17,14,4,17,0.6,29,71,1004.1,1.5,173.5
2019/6/9 1:00,监测点A2,6,22,20,7,11,0.6,28.9,71,1004.1,1.2,178.5
2019/6/9 2:00,监测点A2,4,13,24,6,20,0.6,29,71,1003.8,1.1,201.4
2019/6/9 3:00,监测点A2,3,16,12,4,16,0.6,28.7,73,1003.5,1.3,166.7
2019/6/9 4:00,监测点A2,3,21,22,4,9,0.6,28.6,73,1003.3,1.7,171.1
2019/6/9 5:00,监测点A2,4,20,15,4,11,0.6,28.6,73,1003.2,1.4,175.2
2019/6/9 6:00,监测点A2,5,17,19,2,15,0.6,28.8,72,1003.4,1.7,158.3
2019/6/9 7:00,监测点A2,4,13,18,4,24,0.6,29.9,67,1003.8,2.3,182.8
2019/6/9 8:00,监测点A2,4,12,23,2,32,0.6,30.7,64,1004,2.4,192.9
2019/6/9 9:00,监测点A2,3,9,22,6,41,0.6,31.6,59,1004.1,2.7,196.4
2019/6/9 10:00,监测点A2,2,9,21,5,56,0.6,32.5,56,1004,3.2,189.4
2019/6/9 11:00,监测点A2,2,8,15,3,59,0.5,33.2,51,1003.5,3.1,203.5
2019/6/9 12:00,监测点A2,2,8,20,7,60,0.5,33.9,49,1002.3,3.1,194.9
2019/6/9 13:00,监测点A2,2,8,19,3,64,0.6,34.3,48,1001.3,3.2,193.6
2019/6/9 14:00,监测点A2,2,7,18,-1,60,0.5,34.6,47,1000.7,2.9,203.2
2019/6/9 15:00,监测点A2,2,7,18,0,59,0.5,34.7,47,1000,3,199.5
2019/6/9 16:00,监测点A2,2,9,21,0,57,0.5,34.4,49,999.8,2.9,194.6
2019/6/9 17:00,监测点A2,2,12,21,-1,47,0.6,33.5,53,999.5,3,196.5
2019/6/9 18:00,监测点A2,2,12,29,4,40,0.6,32.7,54,999.9,2.9,195.2
2019/6/9 19:00,监测点A2,2,15,25,5,28,0.6,32.1,56,1000.5,2.8,192.6
2019/6/9 20:00,监测点A2,2,15,30,4,24,0.6,31.3,61,1000.9,2.5,184
2019/6/9 21:00,监测点A2,2,14,27,6,23,0.6,30.7,64,1000.9,2.4,172.7
2019/6/9 22:00,监测点A2,3,15,25,4,22,0.6,30.2,67,1001.2,2,166.4
2019/6/9 23:00,监测点A2,3,12,25,7,23,0.6,30.1,68,1001.3,2,176.8
2019/6/10 0:00,监测点A2,2,10,20,3,23,0.5,29.7,71,1000.9,1.7,163.8
2019/6/10 1:00,监测点A2,2,11,18,1,20,0.5,29.7,71,1000.5,1.8,168.9
2019/6/10 2:00,监测点A2,3,18,18,2,15,0.5,29.6,71,1000.3,2,174.1
2019/6/10 3:00,监测点A2,4,16,24,1,14,0.5,29.4,72,1000.1,1.4,175.8
2019/6/10 4:00,监测点A2,3,18,24,3,13,0.5,29.4,72,1000.2,1.5,172.7
2019/6/10 5:00,监测点A2,4,18,18,2,13,0.6,29.2,73,1000.3,2,160.7
2019/6/10 6:00,监测点A2,8,16,18,5,16,0.5,29.3,74,1000.7,1.6,153.4
2019/6/10 7:00,监测点A2,5,18,19,6,20,0.7,30,72,1000.8,1.5,175.3
2019/6/10 8:00,监测点A2,4,17,29,5,32,0.7,30.7,68,1000.7,2.4,188.4
2019/6/10 9:00,监测点A2,3,14,30,7,51,0.7,31.6,63,1001,2.2,212.1
2019/6/10 10:00,监测点A2,2,10,32,7,64,0.6,32.6,59,1000.9,3,193.6
2019/6/10 11:00,监测点A2,2,10,29,5,77,0.6,33.5,56,1000.5,3.1,189.4
2019/6/10 12:00,监测点A2,2,10,28,6,85,0.6,34.1,54,999.5,3,195.3
2019/6/10 13:00,监测点A2,2,9,31,7,85,0.6,34.2,52,999,3.2,201.8
2019/6/10 14:00,监测点A2,2,11,32,8,78,0.6,33.9,52,998.6,3.3,197.5
2019/6/10 15:00,监测点A2,2,13,30,8,65,0.6,33.3,53,998.5,2.7,199.1
2019/6/10 16:00,监测点A2,2,14,27,6,63,0.6,28.2,72,999.9,3.6,239
2019/6/10 17:00,监测点A2,1,19,34,6,65,0.7,24.8,81,1000,1.4,191.2
2019/6/10 18:00,监测点A2,2,30,10,6,50,0.7,25.3,79,1000.5,1.2,164.7
2019/6/10 19:00,监测点A2,1,51,14,4,23,0.8,25.8,79,1000.6,0.8,103.3
2019/6/10 20:00,监测点A2,2,46,18,5,24,0.8,26.1,78,1000.9,1.2,159.6
2019/6/10 21:00,监测点A2,4,58,15,4,8,1,26.4,78,1001.1,1,117.9
2019/6/10 22:00,监测点A2,5,64,21,8,5,0.8,26.2,81,1002,1.2,27.5
2019/6/10 23:00,监测点A2,4,52,46,16,4,0.8,26.3,81,1002.3,0.8,78.3
2019/6/11 0:00,监测点A2,6,50,39,16,7,0.7,26.5,78,1002.1,0.8,43.4
2019/6/11 1:00,监测点A2,5,47,33,21,8,0.7,26.5,78,1001.5,0.9,60
2019/6/11 2:00,监测点A2,5,50,30,11,4,0.7,26.5,78,1001.4,1.1,34.8
2019/6/11 3:00,监测点A2,4,50,31,8,2,0.8,26.4,81,1001.4,1.1,39.6
2019/6/11 4:00,监测点A2,3,54,34,9,2,0.8,25.7,84,1001.2,1.1,58.6
2019/6/11 5:00,监测点A2,3,57,27,20,2,0.8,25.6,84,1001.2,1.3,16.4
2019/6/11 6:00,监测点A2,4,55,15,12,3,0.8,25.9,83,1001.6,0.9,38.7
2019/6/11 7:00,监测点A2,4,56,26,11,4,1,26.2,83,1002.2,1.3,87.9
2019/6/11 8:00,监测点A2,3,55,29,13,5,1.1,26.6,82,1002.6,0.9,81
2019/6/11 9:00,监测点A2,3,52,39,18,12,0.9,25.7,85,1003.2,2,162.8
2019/6/11 10:00,监测点A2,2,29,23,13,38,0.7,25.5,85,1002.6,0.8,178.4
2019/6/11 11:00,监测点A2,2,30,12,8,56,0.7,27.3,76,1002.3,1.2,174.8
2019/6/11 12:00,监测点A2,4,34,16,5,86,0.8,28.8,70,1002.2,1.3,174.1
2019/6/11 13:00,监测点A2,4,29,29,14,90,0.8,29.9,68,1001.8,1.1,146.1
2019/6/11 14:00,监测点A2,4,49,18,16,105,0.9,29.6,71,1000.9,1.5,95.2
2019/6/11 15:00,监测点A2,4,42,49,29,96,0.8,28.9,74,1001.2,1.8,152.4
2019/6/11 16:00,监测点A2,3,20,58,33,63,0.6,25.7,84,1000.8,2.7,184.2
2019/6/11 17:00,监测点A2,3,36,3,3,43,0.8,25.8,84,1001.1,0.9,201.5
2019/6/11 18:00,监测点A2,2,38,7,3,37,0.8,25.9,84,1001.6,1.4,178.7
2019/6/11 19:00,监测点A2,3,45,8,7,26,0.9,26.1,85,1002.5,1.5,159.4
2019/6/11 20:00,监测点A2,4,59,21,8,8,1,26.3,85,1003.3,1.1,227.3
2019/6/11 21:00,监测点A2,4,18,27,22,59,0.6,24.7,85,1004.4,1.9,290.2
2019/6/11 22:00,监测点A2,2,44,2,2,34,0.8,24.5,83,1002.9,1.3,143.1
2019/6/11 23:00,监测点A2,2,29,13,17,44,0.7,24.6,81,1003.6,1.4,182.7
2019/6/12 0:00,监测点A2,2,30,9,-5,35,0.6,24.7,82,1003.5,1.2,208
2019/6/12 1:00,监测点A2,4,37,5,-5,21,0.6,24.9,83,1002.6,0.5,233.7
2019/6/12 2:00,监测点A2,4,39,10,4,16,0.6,25,84,1002.2,0.7,270.1
2019/6/12 3:00,监测点A2,4,51,18,9,5,0.7,25,85,1002,0.8,49.9
2019/6/12 4:00,监测点A2,3,49,25,7,3,0.7,25.1,85,1002.2,0.9,76.4
2019/6/12 5:00,监测点A2,3,48,29,12,2,0.7,25.2,84,1002.7,1,66.5
2019/6/12 6:00,监测点A2,9,39,23,7,4,0.7,25.4,84,1003.4,0.6,34.7
2019/6/12 7:00,监测点A2,6,39,28,12,8,0.9,25.7,82,1003.9,0.7,48.6
2019/6/12 8:00,监测点A2,5,42,31,11,12,1,26.3,80,1004,0.7,75.7
2019/6/12 9:00,监测点A2,5,49,30,17,11,1,26.8,78,1004.3,0.5,58.5
2019/6/12 10:00,监测点A2,5,54,41,22,16,1,27.6,75,1004.1,1,100.5
2019/6/12 11:00,监测点A2,6,62,53,20,25,1,28.5,73,1004.1,0.8,94.1
2019/6/12 12:00,监测点A2,8,62,57,29,54,1,29.6,69,1003.4,0.8,105.4
2019/6/12 13:00,监测点A2,6,56,63,24,110,1,30.4,68,1002.6,1,99.9
2019/6/12 14:00,监测点A2,4,41,70,35,198,1,31.5,64,1001.5,1.1,69.4
2019/6/12 15:00,监测点A2,3,37,65,0,214,0.9,31.5,66,1001,2,97.4
2019/6/12 16:00,监测点A2,3,24,76,0,75,0.7,27.1,80,1001.5,1.8,165
2019/6/12 17:00,监测点A2,2,48,9,8,43,0.9,26.6,84,1001.2,1.3,88.9
2019/6/12 18:00,监测点A2,2,48,19,14,23,0.8,26.5,84,1001.6,1.7,102.2
2019/6/12 19:00,监测点A2,2,41,11,8,10,0.8,26.4,85,1001.5,1.6,79.3
2019/6/12 20:00,监测点A2,2,49,17,3,3,0.8,26.4,85,1002.1,1,66.8
2019/6/12 21:00,监测点A2,3,45,18,6,5,0.8,26.4,83,1002.1,1.4,79.9
2019/6/12 22:00,监测点A2,3,44,19,7,2,0.8,26.4,84,1002.5,1.4,73.2
2019/6/12 23:00,监测点A2,2,50,15,6,2,0.8,26.5,86,1002,1.2,102.1
2019/6/13 0:00,监测点A2,2,35,18,10,15,0.7,27,84,1001.5,1,146.3
2019/6/13 1:00,监测点A2,2,24,5,6,28,0.7,27,82,1001.2,0.9,149.5
2019/6/13 2:00,监测点A2,2,31,4,1,17,0.7,26.9,84,1000.7,0.5,126.1
2019/6/13 3:00,监测点A2,1,31,15,4,13,0.7,26.9,85,1000.2,0.6,82.7
2019/6/13 4:00,监测点A2,1,34,14,8,8,0.7,26.8,85,1000,0.6,76.3
2019/6/13 5:00,监测点A2,2,38,18,8,3,0.7,26.7,86,999.7,1,90.5
2019/6/13 6:00,监测点A2,2,38,17,10,3,0.8,26.7,87,1000.6,0.5,97.3
2019/6/13 7:00,监测点A2,2,38,29,15,5,1.2,27.1,86,1000.7,0.6,201.2
2019/6/13 8:00,监测点A2,3,34,22,15,14,1,27.7,83,1000.5,1.6,186.4
2019/6/13 9:00,监测点A2,4,26,24,11,37,0.7,28.3,73,1000.6,1.7,181.1
2019/6/13 10:00,监测点A2,4,36,17,8,40,0.8,28.7,72,1000.7,1.2,177.5
2019/6/13 11:00,监测点A2,4,37,21,9,77,0.9,30,68,1000.7,1.1,168.5
2019/6/13 12:00,监测点A2,4,26,42,17,123,0.9,30.7,67,1000.3,1.8,188.7
2019/6/13 13:00,监测点A2,3,15,45,19,114,0.7,31.6,64,999.5,1.3,189.3
