监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2019/10/28 13:00,监测点A3,12,28,100,49,51,1,23.8,54,1012.9,4,312.7
2019/10/28 14:00,监测点A3,9,28,86,32,28,0.9,22.4,58,1012.9,3.7,331.1
2019/10/28 15:00,监测点A3,8,30,114,22,20,0.9,21.5,60,1013.2,3,321.9
2019/10/28 16:00,监测点A3,7,33,51,12,15,0.9,21.1,60,1013.3,2.8,326.1
2019/10/28 17:00,监测点A3,7,40,45,10,9,0.9,21.1,60,1013.2,2.5,339.2
2019/10/28 18:00,监测点A3,6,42,49,10,5,1,20.9,60,1013.6,3,332.3
2019/10/28 19:00,监测点A3,6,31,47,8,12,0.9,20.5,60,1014.3,3.5,339.7
2019/10/28 20:00,监测点A3,5,26,36,8,19,0.9,20.5,59,1014.9,2.8,340.4
2019/10/28 21:00,监测点A3,6,29,28,6,14,0.9,20.4,60,1015.5,2.1,335.4
2019/10/28 22:00,监测点A3,5,26,26,7,21,0.9,20.2,60,1015.6,2.6,337.4
2019/10/28 23:00,监测点A3,6,24,19,5,23,0.8,20,60,1015.5,2.9,343.2
2019/10/29 0:00,监测点A3,6,21,16,6,26,0.8,19.8,60,1015.2,3.6,339.6
2019/10/29 1:00,监测点A3,6,20,25,5,28,0.8,19.7,60,1014.8,2.7,339.6
2019/10/29 2:00,监测点A3,6,25,15,2,24,0.8,19.4,61,1014.3,2.4,338.9
2019/10/29 3:00,监测点A3,5,24,21,5,23,0.8,19.2,62,1014.2,3.6,340.8
2019/10/29 4:00,监测点A3,6,29,24,6,14,0.8,18.9,63,1014,3.2,342.5
2019/10/29 5:00,监测点A3,7,19,26,8,31,0.8,18.6,62,1014.1,2.7,347.6
2019/10/29 6:00,监测点A3,6,18,27,11,36,0.8,18.6,60,1014.8,2,344.4
2019/10/29 7:00,监测点A3,6,20,25,13,40,0.8,19.1,58,1015.4,2.1,348.1
2019/10/29 8:00,监测点A3,6,14,34,14,53,0.8,19.8,53,1015.7,3.2,354.5
2019/10/29 9:00,监测点A3,5,11,35,12,66,0.7,20.9,48,1015.9,3.2,4.3
2019/10/29 10:00,监测点A3,5,14,34,7,74,0.7,22.2,43,1015.6,3.5,3
2019/10/29 11:00,监测点A3,5,12,36,9,86,0.7,23.3,39,1015,3.5,5.5
2019/10/29 12:00,监测点A3,5,11,35,11,102,0.6,24.5,36,1014.3,3.3,13.4
2019/10/29 13:00,监测点A3,5,9,37,13,116,0.6,25.2,32,1013.5,3.5,16.6
2019/10/29 14:00,监测点A3,6,11,36,12,128,0.6,26.1,30,1013.1,2.9,25.7
2019/10/29 15:00,监测点A3,7,11,42,11,132,0.6,26.5,28,1012.8,2.7,29.1
2019/10/29 16:00,监测点A3,8,17,46,9,121,0.5,26.9,27,1012.7,2.5,14.7
2019/10/29 17:00,监测点A3,9,38,0,0,104,0.7,26.6,28,1013,1.7,23.1
2019/10/29 18:00,监测点A3,9,66,58,0,64,0.9,25.8,30,1013.5,1,11.7
2019/10/29 19:00,监测点A3,8,91,79,25,36,1,25,35,1014.1,0.8,342.4
2019/10/29 20:00,监测点A3,8,87,86,30,26,0.9,24.5,36,1014.8,1.3,337.7
2019/10/29 21:00,监测点A3,11,96,83,21,12,0.9,23.8,39,1015.2,1.4,338.6
2019/10/29 22:00,监测点A3,10,71,99,30,29,0.8,23.3,40,1015.5,1.3,359.4
2019/10/29 23:00,监测点A3,8,55,83,27,35,0.7,22.9,39,1015.4,1.6,4.2
2019/10/30 0:00,监测点A3,7,52,70,22,34,0.6,22.3,38,1015.1,1.6,356.3
2019/10/30 1:00,监测点A3,6,46,57,19,38,0.6,22.1,38,1015,2.4,5
2019/10/30 2:00,监测点A3,6,30,46,15,54,0.5,21.7,38,1014.7,2,5.8
2019/10/30 3:00,监测点A3,6,32,38,16,55,0.5,21.2,40,1014.4,1.4,358.8
2019/10/30 4:00,监测点A3,7,34,39,15,53,0.5,20.8,41,1014.4,1.6,337.7
2019/10/30 5:00,监测点A3,7,32,50,16,54,0.5,20.5,42,1014.8,1.4,340
2019/10/30 6:00,监测点A3,7,36,50,15,48,0.6,20.3,43,1015.5,1.9,335.6
2019/10/30 7:00,监测点A3,8,40,51,15,47,0.7,20.3,43,1016.2,1.7,336.6
2019/10/30 8:00,监测点A3,8,34,62,21,54,0.7,20.7,42,1017.1,2.1,4.7
2019/10/30 9:00,监测点A3,7,27,65,20,63,0.6,21.3,41,1017.8,2.5,5.9
2019/10/30 10:00,监测点A3,8,27,67,20,67,0.6,21.9,40,1017.7,2.8,7.3
2019/10/30 11:00,监测点A3,8,28,75,22,76,0.7,22.8,39,1017.1,3,13.8
2019/10/30 12:00,监测点A3,8,20,85,23,101,0.7,23.8,37,1015.6,3.8,6.5
2019/10/30 13:00,监测点A3,8,18,80,26,111,0.7,24.6,36,1014.6,3,5.7
2019/10/30 14:00,监测点A3,0,0,77,23,123,0.6,25,36,1013.9,2.6,0.3
2019/10/30 15:00,监测点A3,6,12,74,22,0,0,25.2,37,1013.8,2.9,5.3
2019/10/30 16:00,监测点A3,6,19,62,19,115,0.6,25.2,37,1014,3.2,12.6
2019/10/30 17:00,监测点A3,6,29,0,0,113,0.7,24.8,38,1014.4,2.4,6.7
2019/10/30 18:00,监测点A3,7,34,101,39,94,0.7,24.3,40,1014.7,1.7,11.1
2019/10/30 19:00,监测点A3,8,38,101,30,77,0.8,24,40,1015.1,1.3,8.6
2019/10/30 20:00,监测点A3,8,45,101,34,63,0.8,23.9,39,1015.4,1.2,0.5
2019/10/30 21:00,监测点A3,8,59,105,40,45,0.8,23.7,38,1015.7,1.2,353.1
2019/10/30 22:00,监测点A3,8,63,114,35,35,0.8,23.5,39,1015.6,1.3,5.3
2019/10/30 23:00,监测点A3,10,60,113,39,34,0.7,23.2,41,1015.1,1.8,10
2019/10/31 0:00,监测点A3,10,52,100,35,39,0.7,23.1,42,1014.7,1.8,6.5
2019/10/31 1:00,监测点A3,9,70,98,34,23,0.7,23,41,1014.4,2.1,8.6
2019/10/31 2:00,监测点A3,9,81,101,40,12,0.7,22.8,41,1014,1.5,352.5
2019/10/31 3:00,监测点A3,8,69,114,36,19,0.6,22.7,40,1013.8,1.3,346.9
2019/10/31 4:00,监测点A3,8,48,105,33,32,0.6,22.6,40,1013.9,1.4,339.4
2019/10/31 5:00,监测点A3,8,46,93,31,37,0.6,22.5,38,1014.2,1.9,342.7
2019/10/31 6:00,监测点A3,8,43,95,30,45,0.6,22.5,37,1014.7,1.7,347.4
2019/10/31 7:00,监测点A3,8,48,103,30,44,0.6,22.6,36,1015.4,1.4,8.4
2019/10/31 8:00,监测点A3,9,50,106,34,41,0.7,22.7,36,1016.4,1.9,7.7
2019/10/31 9:00,监测点A3,10,46,107,33,49,0.7,23.6,36,1016.7,2.3,9.4
2019/10/31 10:00,监测点A3,12,36,118,34,67,0.6,24.6,36,1016.6,2.6,10.9
2019/10/31 11:00,监测点A3,12,40,113,28,72,0.7,24.9,36,1016.1,2.5,13.4
2019/10/31 12:00,监测点A3,12,37,121,33,88,0.7,25.2,36,1015.2,2.4,23.2
2019/10/31 13:00,监测点A3,11,31,117,35,114,0.7,25.8,36,1014.2,2.5,357.9
2019/10/31 14:00,监测点A3,11,24,121,34,146,0.7,26.2,36,1013.8,2.5,1.4
2019/10/31 15:00,监测点A3,11,25,111,37,141,0.7,26.7,36,1013.4,2.7,349.8
2019/10/31 16:00,监测点A3,10,28,110,39,135,0.7,26.6,36,1013.2,2.3,3.7
2019/10/31 17:00,监测点A3,8,37,111,36,111,0.7,25.9,39,1013.3,2,10.9
2019/10/31 18:00,监测点A3,8,45,117,34,87,0.8,25.4,41,1013.7,2,6.7
2019/10/31 19:00,监测点A3,8,45,118,36,64,0.7,25,42,1014.3,2.2,0.4
2019/10/31 20:00,监测点A3,8,52,110,35,48,0.8,24.7,44,1014.6,1.3,16.7
2019/10/31 21:00,监测点A3,8,55,110,38,40,0.8,24.6,44,1015,1.6,7.4
2019/10/31 22:00,监测点A3,9,60,110,36,32,0.8,24.5,44,1015,1.4,11.8
2019/10/31 23:00,监测点A3,10,66,105,36,24,0.8,24.4,44,1014.7,1.7,7.9
2019/11/1 0:00,监测点A3,10,76,115,35,16,0.8,24.3,44,1014.6,1.5,358.9
2019/11/1 1:00,监测点A3,11,86,114,44,7,0.8,24.3,44,1014.2,1.3,359.8
2019/11/1 2:00,监测点A3,12,87,112,42,4,0.8,24.1,45,1013.7,1.8,359
2019/11/1 3:00,监测点A3,12,87,115,40,3,0.8,23.9,47,1013.6,1.4,1.3
2019/11/1 4:00,监测点A3,13,88,115,34,3,0.8,23.8,47,1013.7,1.6,5.5
2019/11/1 5:00,监测点A3,16,88,115,39,2,0.8,23.7,48,1014,1.1,353
2019/11/1 6:00,监测点A3,16,88,119,37,2,1,23.4,50,1014.7,0.9,319.2
2019/11/1 7:00,监测点A3,14,87,134,47,5,1.1,23.6,50,1015.3,1.3,358.7
2019/11/1 8:00,监测点A3,16,80,143,52,16,1.1,24.2,47,1015.9,2,3.1
2019/11/1 9:00,监测点A3,19,62,146,54,47,0.9,25.4,43,1016.2,2.2,13.4
2019/11/1 10:00,监测点A3,22,47,124,45,81,0.8,26.4,39,1015.9,2.2,35.9
2019/11/1 11:00,监测点A3,22,36,118,43,115,0.7,27.6,37,1015,2,17.4
2019/11/1 12:00,监测点A3,17,23,108,43,145,0.7,28,37,1013.9,2.1,42.9
2019/11/1 13:00,监测点A3,15,19,98,34,165,0.7,28.7,38,1012.8,2.1,50.6
2019/11/1 14:00,监测点A3,15,18,96,34,204,0.8,29,38,1011.8,2.2,33.5
2019/11/1 15:00,监测点A3,16,22,106,38,231,0.8,29.6,37,1011.5,1.7,36.3
2019/11/1 16:00,监测点A3,15,24,121,49,240,0.8,29.4,38,1011.4,1.4,56.2
2019/11/1 17:00,监测点A3,14,28,120,45,241,0.8,29.2,38,1011.6,1.1,54.7
2019/11/1 18:00,监测点A3,15,41,125,50,198,1.1,28.8,40,1011.7,0.7,55.6
2019/11/1 19:00,监测点A3,15,71,148,57,132,1.2,28.3,42,1012.4,0.6,270.3
2019/11/1 20:00,监测点A3,15,155,162,56,56,1.3,27.8,42,1013,0.7,237.6
2019/11/1 21:00,监测点A3,12,81,187,67,79,1.1,27,52,1013.4,1.6,214.6
2019/11/1 22:00,监测点A3,11,61,135,55,63,0.9,26.1,60,1013.5,1.6,183.5
2019/11/1 23:00,监测点A3,9,33,107,46,65,0.8,25.6,62,1013.4,2,150.6
2019/11/2 0:00,监测点A3,10,35,89,38,51,0.8,25.1,64,1013.1,1.6,146
2019/11/2 1:00,监测点A3,9,39,93,39,46,0.8,24.9,66,1012.7,1.2,149.8
2019/11/2 2:00,监测点A3,6,20,88,38,64,0.7,24.7,67,1012.5,1.4,150.8
2019/11/2 3:00,监测点A3,6,28,63,24,48,0.7,24.4,69,1012.3,0.8,130.6
2019/11/2 4:00,监测点A3,8,28,62,19,40,0.7,24.3,71,1012.2,1,93.3
2019/11/2 5:00,监测点A3,6,24,63,25,46,0.6,24.2,70,1012.4,1.1,95.4
2019/11/2 6:00,监测点A3,6,26,64,24,40,0.6,24.1,72,1012.9,0.9,95.5
2019/11/2 7:00,监测点A3,7,28,75,31,39,0.7,24.3,71,1013.5,1,77.3
2019/11/2 8:00,监测点A3,9,31,72,29,46,0.7,25,67,1014.1,0.8,50.6
2019/11/2 9:00,监测点A3,10,37,91,33,62,0.8,26.1,62,1014.3,1,336
2019/11/2 10:00,监测点A3,11,38,104,38,124,0.8,26.5,57,1013.9,1.5,357.5
2019/11/2 11:00,监测点A3,11,30,127,52,178,0.8,27.7,50,1013.2,1.3,52
2019/11/2 12:00,监测点A3,10,20,130,54,216,0.8,28.8,45,1012.3,1.4,48.8
2019/11/2 13:00,监测点A3,10,23,116,55,254,0.8,29.4,43,1011.4,1.4,358.9
2019/11/2 14:00,监测点A3,11,29,129,61,273,0.8,30.1,41,1010.9,1.4,310
2019/11/2 15:00,监测点A3,13,46,142,65,287,1,30.1,45,1010.4,1.4,263.3
2019/11/2 16:00,监测点A3,15,54,180,80,289,1,29.5,46,1010.4,1.4,275.3
2019/11/2 17:00,监测点A3,15,61,195,91,281,1.1,28.8,48,1010.6,1.4,241.5
2019/11/2 18:00,监测点A3,16,72,208,95,228,1.3,28.3,48,1010.8,1,257
2019/11/2 19:00,监测点A3,17,74,216,95,168,1.3,27.8,48,1011.1,0.7,272.2
2019/11/2 20:00,监测点A3,17,62,221,101,134,1.2,27.6,45,1011.6,0.6,270.8
2019/11/2 21:00,监测点A3,17,108,197,93,62,1.5,27.1,48,1011.9,0.5,180.6
2019/11/2 22:00,监测点A3,15,115,200,98,36,1.2,26.4,58,1012.1,1.5,207
2019/11/2 23:00,监测点A3,12,42,163,76,62,0.8,25.4,65,1011.9,1.4,211.8
2019/11/3 0:00,监测点A3,12,41,108,40,56,0.8,25.1,66,1011.6,1.3,204.8
2019/11/3 1:00,监测点A3,13,57,95,41,38,0.8,24.9,67,1011.4,0.9,245.1
2019/11/3 2:00,监测点A3,14,59,101,40,29,0.9,24.6,69,1011.1,0.5,194.6
2019/11/3 3:00,监测点A3,12,63,109,49,20,0.9,24.5,70,1010.8,0.3,245.2
2019/11/3 4:00,监测点A3,11,75,103,51,7,0.9,24.6,70,1010.9,0.5,329.5
2019/11/3 5:00,监测点A3,12,83,116,58,2,1,24.7,70,1011.5,1.2,13.2
2019/11/3 6:00,监测点A3,10,63,122,58,10,1,24.5,70,1012.1,1.4,13.2
2019/11/3 7:00,监测点A3,11,62,122,53,24,0.9,25,65,1012.8,2,8.4
2019/11/3 8:00,监测点A3,12,57,127,47,53,0.8,26.3,49,1013.5,2,6.4
2019/11/3 9:00,监测点A3,12,41,107,42,94,0.8,27.3,42,1014,2.4,11.9
2019/11/3 10:00,监测点A3,12,30,104,39,108,0.7,28.1,37,1013.8,3.6,18.7
2019/11/3 11:00,监测点A3,12,22,110,40,130,0.7,28.6,33,1013.2,3.1,36
2019/11/3 12:00,监测点A3,11,19,101,36,161,0.7,29.6,31,1012.2,2.8,7.5
2019/11/3 13:00,监测点A3,10,14,105,38,156,0.6,30.1,28,1011.2,3.3,15.3
2019/11/3 14:00,监测点A3,9,15,92,34,187,0.7,30.3,31,1010.8,2.7,10.1
2019/11/3 15:00,监测点A3,9,14,123,38,178,0.7,30.2,32,1010.8,3.2,8
2019/11/3 16:00,监测点A3,10,17,90,32,175,0.7,30.1,32,1010.8,2.4,2.1
2019/11/3 17:00,监测点A3,12,25,98,38,144,0.8,29.5,34,1011,2.7,3.1
2019/11/3 18:00,监测点A3,12,37,103,40,120,0.9,28.9,36,1011.2,2.4,356.6
2019/11/3 19:00,监测点A3,12,35,111,44,101,0.9,27.9,40,1011.9,3.3,341.6
2019/11/3 20:00,监测点A3,11,27,127,53,96,0.9,27.2,42,1012.6,3.5,337.1
2019/11/3 21:00,监测点A3,11,30,112,47,88,0.9,26.4,44,1012.7,2.7,342
2019/11/3 22:00,监测点A3,11,26,107,47,91,0.8,25.8,44,1012.9,2.3,347
2019/11/3 23:00,监测点A3,9,22,106,46,92,0.8,25.2,44,1013.2,2.5,3.7
2019/11/4 0:00,监测点A3,9,20,88,40,98,0.7,24.6,44,1013.2,2,5.6
2019/11/4 1:00,监测点A3,9,19,76,37,97,0.7,24.2,45,1013.2,2,3.9
2019/11/4 2:00,监测点A3,9,21,80,34,93,0.7,23.7,46,1013.1,1.7,355.7
2019/11/4 3:00,监测点A3,9,18,84,39,100,0.7,23.3,44,1013.3,1.9,10
2019/11/4 4:00,监测点A3,10,16,79,37,104,0.7,23.1,42,1013.5,2.8,8.8
2019/11/4 5:00,监测点A3,10,17,79,35,107,0.7,22.8,42,1014,2.1,1.3
2019/11/4 6:00,监测点A3,10,24,75,37,103,0.7,22.5,42,1014.4,1.7,354.8
2019/11/4 7:00,监测点A3,10,29,88,43,105,0.8,22.8,42,1014.9,2.1,1
2019/11/4 8:00,监测点A3,10,25,96,36,114,0.8,23.5,40,1015.2,2.4,5.5
2019/11/4 9:00,监测点A3,10,22,100,39,127,0.7,24.3,37,1015.4,2.7,5
2019/11/4 10:00,监测点A3,10,22,101,39,138,0.7,25.3,35,1015.1,2.8,354.7
2019/11/4 11:00,监测点A3,9,19,101,39,146,0.7,26,33,1014.3,3.5,1.8
2019/11/4 12:00,监测点A3,8,16,97,40,161,0.7,26.7,32,1013.4,3.8,5.9
2019/11/4 13:00,监测点A3,8,15,95,38,180,0.7,27.4,30,1012.4,3.1,7.1
2019/11/4 14:00,监测点A3,8,16,95,38,192,0.7,27.9,29,1011.6,2.9,1.2
2019/11/4 15:00,监测点A3,8,17,105,42,187,0.7,28.3,29,1011.1,2.8,11.3
2019/11/4 16:00,监测点A3,8,21,99,39,175,0.7,28.2,29,1011.1,2.8,350
2019/11/4 17:00,监测点A3,9,32,100,41,152,0.8,27.7,29,1011.4,2.8,340.5
2019/11/4 18:00,监测点A3,10,46,114,42,124,0.9,27,29,1011.8,1.8,344.9
2019/11/4 19:00,监测点A3,11,57,111,42,102,0.9,26.5,31,1012.3,2,341.2
2019/11/4 20:00,监测点A3,11,50,129,44,104,0.9,25.9,33,1012.7,2,343
2019/11/4 21:00,监测点A3,10,35,126,51,111,0.8,25.6,32,1013.1,2.4,9.1
2019/11/4 22:00,监测点A3,9,30,106,46,112,0.7,25.2,30,1013.2,2.8,5.8
2019/11/4 23:00,监测点A3,10,30,92,38,113,0.7,24.7,31,1012.6,2.6,7.3
2019/11/5 0:00,监测点A3,9,26,104,50,124,0.7,24.1,32,1012.3,2.1,9.6
2019/11/5 1:00,监测点A3,10,21,94,38,126,0.7,23.6,32,1012.1,2.6,8.8
2019/11/5 2:00,监测点A3,11,23,92,44,124,0.7,23.1,34,1011.9,1.9,10.6
2019/11/5 3:00,监测点A3,10,24,98,47,116,0.7,22.6,35,1012,1.6,1.3
2019/11/5 4:00,监测点A3,10,23,92,42,115,0.7,22.1,37,1012.2,1.7,7
2019/11/5 5:00,监测点A3,10,25,91,44,113,0.7,21.7,39,1012.5,1.4,5.5
2019/11/5 6:00,监测点A3,9,27,89,41,108,0.7,21.3,41,1013.2,1.6,358.4
2019/11/5 7:00,监测点A3,9,43,97,47,92,0.8,21.5,41,1014,1.6,347.5
2019/11/5 8:00,监测点A3,9,37,103,45,97,0.8,22.3,40,1014.6,2.3,351.7
2019/11/5 9:00,监测点A3,8,27,102,41,109,0.7,23,38,1014.8,2.5,10.5
2019/11/5 10:00,监测点A3,8,24,99,45,119,0.7,23.6,36,1014.3,3.5,15.5
2019/11/5 11:00,监测点A3,9,25,101,38,135,0.7,24.4,35,1013.2,3.2,5.7
2019/11/5 12:00,监测点A3,8,18,96,40,149,0.7,25.3,33,1012.2,3,13.8
2019/11/5 13:00,监测点A3,7,17,86,36,158,0.6,26,31,1010.9,3.1,359.4
2019/11/5 14:00,监测点A3,7,14,90,34,160,0.6,26.5,29,1010.2,2.8,22.8
2019/11/5 15:00,监测点A3,8,16,81,31,150,0.6,26.8,29,1009.7,2.7,11.4
2019/11/5 16:00,监测点A3,8,18,80,30,136,0.6,26.6,29,1009.6,3.2,35.5
2019/11/5 17:00,监测点A3,9,32,83,31,125,0.7,26,30,1009.6,2.4,38.9
2019/11/5 18:00,监测点A3,9,47,90,35,110,0.8,25.6,33,1010,1.7,16.4
2019/11/5 19:00,监测点A3,8,43,100,38,112,0.8,25.1,36,1010.5,2.1,5.4
2019/11/5 20:00,监测点A3,8,42,101,46,106,0.9,24.7,38,1010.9,1.2,1.3
2019/11/5 21:00,监测点A3,10,73,97,42,65,1,24.1,40,1011.2,0.8,344
2019/11/5 22:00,监测点A3,11,74,119,56,64,1,23.8,40,1011.2,1.2,342.3
2019/11/5 23:00,监测点A3,12,86,125,54,46,1,23.5,42,1011,1.2,340.7
2019/11/6 0:00,监测点A3,11,76,151,57,47,1,23.1,42,1010.7,1.5,357.4
2019/11/6 1:00,监测点A3,12,65,129,54,50,0.8,23,42,1010.4,2,9.6
2019/11/6 2:00,监测点A3,12,69,105,46,42,0.8,22.7,43,1010.2,1.9,12.9
2019/11/6 3:00,监测点A3,12,66,99,49,40,0.8,22.4,44,1009.6,2.4,11.5
2019/11/6 4:00,监测点A3,12,71,101,46,35,0.8,22,44,1009.6,2,10.3
2019/11/6 5:00,监测点A3,10,83,98,48,23,0.8,21.2,48,1010.1,0.9,344.4
2019/11/6 6:00,监测点A3,11,61,100,41,43,0.7,21.4,44,1010.7,1.6,359.7
2019/11/6 7:00,监测点A3,11,68,88,41,43,0.8,21.5,44,1011.5,2.1,9.3
2019/11/6 8:00,监测点A3,12,58,85,34,60,0.8,22.3,41,1012.1,1.9,347.8
2019/11/6 9:00,监测点A3,14,53,84,33,72,0.8,23.1,39,1012.5,1.8,347.7
2019/11/6 10:00,监测点A3,14,46,81,37,91,0.7,24,36,1012.3,2.1,13.4
2019/11/6 11:00,监测点A3,12,35,85,35,119,0.7,24.8,34,1011.4,2,3.1
2019/11/6 12:00,监测点A3,10,31,80,30,136,0.7,25.6,32,1010.3,2,349.7
2019/11/6 13:00,监测点A3,8,29,77,31,153,0.7,26,31,1009,2.8,16.6
2019/11/6 14:00,监测点A3,8,25,81,36,168,0.7,26.5,31,1008.2,2.1,9.6
2019/11/6 15:00,监测点A3,7,25,80,33,171,0.7,27,31,1007.7,2.1,4.9
2019/11/6 16:00,监测点A3,7,27,79,33,191,0.7,27,31,1007.8,1.8,352.6
2019/11/6 17:00,监测点A3,7,32,85,35,181,0.7,26.5,32,1008.2,1.8,10
2019/11/6 18:00,监测点A3,8,41,88,36,160,0.8,26,33,1008.6,1.2,6.6
2019/11/6 19:00,监测点A3,8,49,100,40,132,0.9,25.9,34,1009.2,1.1,11
2019/11/6 20:00,监测点A3,8,90,108,49,66,1.3,25.3,37,1010,0.6,33
2019/11/6 21:00,监测点A3,8,117,122,52,33,1.4,24.5,41,1010.2,0.4,349.1
2019/11/6 22:00,监测点A3,8,102,126,55,44,1.1,24.7,39,1010.4,1.1,4.4
2019/11/6 23:00,监测点A3,8,124,103,48,15,1,23.9,42,1010.4,0.6,317
2019/11/7 0:00,监测点A3,10,134,126,57,4,1.1,23.5,44,1010.2,1.2,332.8
2019/11/7 1:00,监测点A3,11,136,159,61,2,1.1,23,46,1010.2,1.1,335.9
2019/11/7 2:00,监测点A3,11,135,161,59,3,1.1,22.8,46,1010.2,1.3,337.6
2019/11/7 3:00,监测点A3,11,115,166,58,10,1,22.4,46,1010.5,1.8,341.8
2019/11/7 4:00,监测点A3,10,62,140,58,48,0.8,22.2,44,1010.7,1.8,9.5
2019/11/7 5:00,监测点A3,9,41,90,41,70,0.7,21.9,43,1011.1,1.2,1.6
2019/11/7 6:00,监测点A3,9,47,73,36,63,0.7,21.6,44,1012,1.4,5.2
2019/11/7 7:00,监测点A3,10,47,83,36,69,0.8,21.8,42,1012.8,1.7,355
2019/11/7 8:00,监测点A3,10,41,83,35,79,0.8,22.8,40,1013.6,2.2,357.6
2019/11/7 9:00,监测点A3,8,28,90,39,93,0.7,23.5,37,1014.1,3.3,5.8
2019/11/7 10:00,监测点A3,0,0,85,31,110,0,24.1,34,1014,3.3,354.5
2019/11/7 11:00,监测点A3,7,16,99,31,0,0.4,24.7,33,1013.3,3.3,353.3
2019/11/7 12:00,监测点A3,7,15,75,32,148,0.5,25.2,31,1012.3,3.4,5
2019/11/7 13:00,监测点A3,6,14,65,30,151,0.5,26,30,1011.3,2.8,348.1
2019/11/7 14:00,监测点A3,7,16,64,28,154,0.5,26.6,28,1010.6,2.6,339
2019/11/7 15:00,监测点A3,8,19,68,30,151,0.6,26.7,29,1010.3,2.9,342.5
2019/11/7 16:00,监测点A3,10,26,77,32,159,0.7,26.5,32,1010.8,2.3,327.5
2019/11/7 17:00,监测点A3,11,37,97,38,134,0.7,25.9,34,1011.5,2.6,338.8
2019/11/7 18:00,监测点A3,9,42,97,38,98,0.7,25.3,34,1012.1,2.1,342.4
2019/11/7 19:00,监测点A3,9,48,86,31,82,0.7,25,34,1012.9,1.7,350.5
2019/11/7 20:00,监测点A3,8,36,84,38,89,0.7,24.7,35,1013.6,1.9,9
2019/11/7 21:00,监测点A3,9,28,74,31,87,0.6,24.5,36,1013.9,2.7,8
2019/11/7 22:00,监测点A3,8,28,67,32,82,0.6,24,36,1014.2,2.4,4.4
2019/11/7 23:00,监测点A3,8,31,54,29,75,0.6,23.4,37,1014.3,1.7,7.3
2019/11/8 0:00,监测点A3,7,35,62,24,68,0.6,22.8,38,1014.2,1.5,358
2019/11/8 1:00,监测点A3,7,26,57,33,80,0.6,22.2,38,1013.8,1.7,2.6
2019/11/8 2:00,监测点A3,7,23,54,27,86,0.6,21.6,38,1013.8,2.1,1.6
2019/11/8 3:00,监测点A3,8,22,65,28,90,0.6,21,40,1014.1,1.7,353.7
2019/11/8 4:00,监测点A3,8,21,63,34,90,0.6,20.6,41,1014.4,2.1,343.4
2019/11/8 5:00,监测点A3,9,22,69,37,89,0.6,20.3,41,1015,1.9,349.3
2019/11/8 6:00,监测点A3,8,21,70,36,90,0.6,20.2,41,1016.1,2.5,6.3
2019/11/8 7:00,监测点A3,8,25,68,34,87,0.7,20.2,41,1016.9,2.7,5.6
2019/11/8 8:00,监测点A3,8,28,67,38,84,0.7,20.8,39,1017.6,2.9,12.6
2019/11/8 9:00,监测点A3,8,26,70,33,89,0.6,21.8,36,1018.1,3.3,18.2
2019/11/8 10:00,监测点A3,8,24,69,29,95,0.6,22.7,34,1018.1,3.6,21.6
2019/11/8 11:00,监测点A3,7,19,80,26,107,0.5,23.5,32,1017.3,3.9,11.6
2019/11/8 12:00,监测点A3,7,16,83,24,120,0.5,24.5,30,1016.1,3.5,19
2019/11/8 13:00,监测点A3,7,16,66,25,134,0.5,25.2,29,1014.8,3,22.2
2019/11/8 14:00,监测点A3,7,16,65,23,142,0.5,25.7,29,1014,2.9,12.1
2019/11/8 15:00,监测点A3,6,14,65,25,144,0.5,26,28,1013.8,2.6,0.9
2019/11/8 16:00,监测点A3,6,20,47,22,147,0.5,26.1,28,1014,2.2,354.5
2019/11/8 17:00,监测点A3,7,32,53,26,119,0.6,25.5,29,1014.4,2,339.3
2019/11/8 18:00,监测点A3,7,58,71,23,75,0.7,24.8,31,1014.8,1.6,338.6
2019/11/8 19:00,监测点A3,7,59,76,30,63,0.8,24.1,32,1015.4,0.8,346.1
2019/11/8 20:00,监测点A3,10,86,69,28,39,0.8,23.8,33,1016,1.5,343.4
2019/11/8 21:00,监测点A3,12,105,104,39,24,0.9,23.3,36,1016.4,1.1,342
2019/11/8 22:00,监测点A3,10,88,116,46,29,0.8,23,36,1016.5,1.6,7.2
2019/11/8 23:00,监测点A3,14,62,98,40,43,0.7,22.9,38,1016.3,2.7,17.6
2019/11/9 0:00,监测点A3,12,52,82,34,54,0.6,22.4,38,1016,2.6,15.7
2019/11/9 1:00,监测点A3,12,43,81,31,65,0.6,22.1,38,1016,2.2,15.7
2019/11/9 2:00,监测点A3,9,47,64,23,56,0.6,21.6,39,1015.8,2.4,10.7
2019/11/9 3:00,监测点A3,8,35,67,33,68,0.6,21.1,40,1015.6,2.6,1.9
2019/11/9 4:00,监测点A3,8,31,57,27,70,0.6,20.6,41,1015.6,2.4,6.8
2019/11/9 5:00,监测点A3,8,31,61,28,72,0.6,20.2,42,1016.2,1.7,4.1
2019/11/9 6:00,监测点A3,8,39,58,28,65,0.6,19.8,43,1017.1,1.4,6.6
