监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),近地风速(m/s),风向(°)
2019/10/21 8:00,监测点A1,10,42,92,53,86,0.7,0,0,0,0
2019/10/21 9:00,监测点A1,13,29,92,52,120,0.7,0,0,0,0
2019/10/21 10:00,监测点A1,13,29,78,49,158,0.6,0,0,0,0
2019/10/21 11:00,监测点A1,12,28,94,52,193,0.6,0,0,0,0
2019/10/21 12:00,监测点A1,10,27,99,48,226,0.6,0,0,0,0
2019/10/21 13:00,监测点A1,10,25,94,52,243,0.6,0,0,0,0
2019/10/21 14:00,监测点A1,9,25,91,50,262,0.6,0,0,0,0
2019/10/21 15:00,监测点A1,15,30,106,55,284,0.6,0,0,0,0
2019/10/21 16:00,监测点A1,11,39,113,65,324,0.7,0,0,0,0
2019/10/21 17:00,监测点A1,13,48,136,79,327,0.7,0,0,0,0
2019/10/21 18:00,监测点A1,13,57,158,83,296,0.8,0,0,0,0
2019/10/21 19:00,监测点A1,12,61,168,91,257,0.8,0,0,0,0
2019/10/21 20:00,监测点A1,11,36,158,82,150,0.6,0,0,0,0
2019/10/21 21:00,监测点A1,13,34,107,52,135,0.6,0,0,0,0
2019/10/21 22:00,监测点A1,9,25,87,45,139,0.5,0,0,0,0
2019/10/21 23:00,监测点A1,7,19,71,34,136,0.5,0,0,0,0
2019/10/22 0:00,监测点A1,7,17,63,34,137,0.5,0,0,0,0
2019/10/22 1:00,监测点A1,8,22,65,30,132,0.6,0,0,0,0
2019/10/22 2:00,监测点A1,8,26,68,37,121,0.5,0,0,0,0
2019/10/22 3:00,监测点A1,10,33,67,38,103,0.5,0,0,0,0
2019/10/22 4:00,监测点A1,11,35,72,42,106,0.5,0,0,0,0
2019/10/22 5:00,监测点A1,11,33,72,42,113,0.5,0,0,0,0
2019/10/22 6:00,监测点A1,8,43,62,31,94,0.5,0,0,0,0
2019/10/22 7:00,监测点A1,10,67,61,32,65,0.8,0,0,0,0
2019/10/22 8:00,监测点A1,12,61,75,36,74,0.7,0,0,0,0
2019/10/22 9:00,监测点A1,20,45,76,31,110,0.5,0,0,0,0
2019/10/22 10:00,监测点A1,16,41,76,25,132,0.5,0,0,0,0
2019/10/22 11:00,监测点A1,15,37,73,26,164,0.5,0,0,0,0
2019/10/22 12:00,监测点A1,12,27,75,31,196,0.5,0,0,0,0
2019/10/22 13:00,监测点A1,16,23,69,34,208,0.4,0,0,0,0
2019/10/22 14:00,监测点A1,11,27,66,30,220,0.5,0,0,0,0
2019/10/22 15:00,监测点A1,10,29,70,36,225,0.5,0,0,0,0
2019/10/22 16:00,监测点A1,10,35,80,41,223,0.5,0,0,0,0
2019/10/22 17:00,监测点A1,9,37,77,35,174,0.5,0,0,0,0
2019/10/22 18:00,监测点A1,8,38,85,37,141,0.6,0,0,0,0
2019/10/22 19:00,监测点A1,8,34,94,32,133,0.6,0,0,0,0
2019/10/22 20:00,监测点A1,9,32,87,29,129,0.5,0,0,0,0
2019/10/22 21:00,监测点A1,13,34,62,28,120,0.5,0,0,0,0
2019/10/22 22:00,监测点A1,10,25,62,26,123,0.5,0,0,0,0
2019/10/22 23:00,监测点A1,9,31,60,26,111,0.6,0,0,0,0
2019/10/23 0:00,监测点A1,9,30,63,28,107,0.7,0,0,0,0
2019/10/23 1:00,监测点A1,9,35,62,32,93,0.6,0,0,0,0
2019/10/23 2:00,监测点A1,11,40,62,32,79,0.7,0,0,0,0
2019/10/23 3:00,监测点A1,11,45,60,33,68,0.6,0,0,0,0
2019/10/23 4:00,监测点A1,10,53,66,36,53,0.6,0,0,0,0
2019/10/23 5:00,监测点A1,13,60,70,36,51,0.7,0,0,0,0
2019/10/23 6:00,监测点A1,12,73,74,35,42,0.6,0,0,0,0
2019/10/23 7:00,监测点A1,14,74,62,34,38,0.7,0,0,0,0
2019/10/23 8:00,监测点A1,15,56,69,32,68,0.7,0,0,0,0
2019/10/23 9:00,监测点A1,15,52,75,27,89,0.6,0,0,0,0
2019/10/23 10:00,监测点A1,12,50,87,31,106,0.6,0,0,0,0
2019/10/23 11:00,监测点A1,12,47,87,35,147,0.5,0,0,0,0
2019/10/23 12:00,监测点A1,10,39,92,38,183,0.5,0,0,0,0
2019/10/23 13:00,监测点A1,13,35,84,39,215,0.5,0,0,0,0
2019/10/23 14:00,监测点A1,12,28,83,35,240,0.5,0,0,0,0
2019/10/23 15:00,监测点A1,12,29,85,37,247,0.5,0,0,0,0
2019/10/23 16:00,监测点A1,13,35,81,38,237,0.5,0,0,0,0
2019/10/23 17:00,监测点A1,16,46,82,36,207,0.6,0,0,0,0
2019/10/23 18:00,监测点A1,17,60,83,39,155,0.6,0,0,0,0
2019/10/23 19:00,监测点A1,13,49,84,37,145,0.6,0,0,0,0
2019/10/23 20:00,监测点A1,9,52,79,34,103,0.7,0,0,0,0
2019/10/23 21:00,监测点A1,10,39,81,32,102,0.5,0,0,0,0
2019/10/23 22:00,监测点A1,8,36,69,34,91,0.5,0,0,0,0
2019/10/23 23:00,监测点A1,9,37,65,28,82,0.6,0,0,0,0
2019/10/24 0:00,监测点A1,13,56,71,36,52,0.7,0,0,0,0
2019/10/24 1:00,监测点A1,15,60,111,62,38,0.7,0,0,0,0
2019/10/24 2:00,监测点A1,14,61,111,72,34,0.7,0,0,0,0
2019/10/24 3:00,监测点A1,9,69,110,72,22,0.8,0,0,0,0
2019/10/24 4:00,监测点A1,8,56,98,68,39,0.7,0,0,0,0
2019/10/24 5:00,监测点A1,8,45,78,62,41,0.6,0,0,0,0
2019/10/24 6:00,监测点A1,7,43,69,53,43,0.6,0,0,0,0
2019/10/24 7:00,监测点A1,9,52,71,52,29,0.7,0,0,0,0
2019/10/24 8:00,监测点A1,10,53,91,54,36,0.7,0,0,0,0
2019/10/24 9:00,监测点A1,12,48,94,57,58,0.7,0,0,0,0
2019/10/24 10:00,监测点A1,14,36,86,52,94,0.6,0,0,0,0
2019/10/24 11:00,监测点A1,13,31,85,48,123,0.6,0,0,0,0
2019/10/24 12:00,监测点A1,12,27,81,43,157,0.6,0,0,0,0
2019/10/24 13:00,监测点A1,11,31,86,44,166,0.6,0,0,0,0
2019/10/24 14:00,监测点A1,10,28,96,47,188,0.6,0,0,0,0
2019/10/24 15:00,监测点A1,9,25,97,50,207,0.6,0,0,0,0
2019/10/24 16:00,监测点A1,8,29,86,47,211,0.6,0,0,0,0
2019/10/24 17:00,监测点A1,9,31,85,51,202,0.5,0,0,0,0
2019/10/24 18:00,监测点A1,8,38,88,49,170,0.6,0,0,0,0
2019/10/24 19:00,监测点A1,10,53,93,53,113,0.7,0,0,0,0
2019/10/24 20:00,监测点A1,12,52,102,56,79,0.7,0,0,0,0
2019/10/24 21:00,监测点A1,12,53,103,50,63,0.7,0,0,0,0
2019/10/24 22:00,监测点A1,11,58,98,49,49,0.7,0,0,0,0
2019/10/24 23:00,监测点A1,11,55,92,47,45,0.7,0,0,0,0
2019/10/25 0:00,监测点A1,10,67,83,44,31,0.8,0,0,0,0
2019/10/25 1:00,监测点A1,11,74,85,42,21,0.8,0,0,0,0
2019/10/25 2:00,监测点A1,11,68,81,49,20,0.8,0,0,0,0
2019/10/25 3:00,监测点A1,11,83,83,48,7,0.8,0,0,0,0
2019/10/25 4:00,监测点A1,11,83,89,48,5,0.8,0,0,0,0
2019/10/25 5:00,监测点A1,9,72,93,51,10,0.7,0,0,0,0
2019/10/25 6:00,监测点A1,11,70,86,49,7,0.8,0,0,0,0
2019/10/25 7:00,监测点A1,11,65,79,49,15,0.8,0,0,0,0
2019/10/25 8:00,监测点A1,9,61,83,48,25,0.8,0,0,0,0
2019/10/25 9:00,监测点A1,11,54,88,43,45,0.7,0,0,0,0
2019/10/25 10:00,监测点A1,12,49,84,41,86,0.7,0,0,0,0
2019/10/25 11:00,监测点A1,13,40,83,41,148,0.6,0,0,0,0
2019/10/25 12:00,监测点A1,14,41,85,43,192,0.6,0,0,0,0
2019/10/25 13:00,监测点A1,14,38,93,52,229,0.6,0,0,0,0
2019/10/25 14:00,监测点A1,11,36,101,52,250,0.6,0,0,0,0
2019/10/25 15:00,监测点A1,11,35,95,50,258,0.6,0,0,0,0
2019/10/25 16:00,监测点A1,19,43,93,47,232,0.6,0,0,0,0
2019/10/25 17:00,监测点A1,14,50,90,42,196,0.6,0,0,0,0
2019/10/25 18:00,监测点A1,11,61,87,42,161,0.8,0,0,0,0
2019/10/25 19:00,监测点A1,8,60,99,47,132,0.7,0,0,0,0
2019/10/25 20:00,监测点A1,8,56,93,41,105,0.7,0,0,0,0
2019/10/25 21:00,监测点A1,8,60,80,41,74,0.6,0,0,0,0
2019/10/25 22:00,监测点A1,8,53,93,34,65,0.6,0,0,0,0
2019/10/25 23:00,监测点A1,8,53,71,29,59,0.6,0,0,0,0
2019/10/26 0:00,监测点A1,9,49,61,29,58,0.5,0,0,0,0
2019/10/26 1:00,监测点A1,14,51,58,30,56,0.5,0,0,0,0
2019/10/26 2:00,监测点A1,9,48,61,28,54,0.5,0,0,0,0
2019/10/26 3:00,监测点A1,11,50,67,31,54,0.5,0,0,0,0
2019/10/26 4:00,监测点A1,11,42,61,28,55,0.5,0,0,0,0
2019/10/26 5:00,监测点A1,10,44,68,31,52,0.5,0,0,0,0
2019/10/26 6:00,监测点A1,13,47,66,31,47,0.5,0,0,0,0
2019/10/26 7:00,监测点A1,9,40,66,32,59,0.5,0,0,0,0
2019/10/26 8:00,监测点A1,11,55,72,30,42,0.7,0,0,0,0
2019/10/26 9:00,监测点A1,14,62,88,36,39,0.6,0,0,0,0
2019/10/26 10:00,监测点A1,13,60,105,43,56,0.6,0,0,0,0
2019/10/26 11:00,监测点A1,13,53,97,40,82,0.6,0,0,0,0
2019/10/26 12:00,监测点A1,13,55,101,44,101,0.7,0,0,0,0
2019/10/26 13:00,监测点A1,17,84,112,53,84,0.9,0,0,0,0
2019/10/26 14:00,监测点A1,17,79,139,66,75,0.9,0,0,0,0
2019/10/26 15:00,监测点A1,17,61,141,61,80,0.9,0,0,0,0
2019/10/26 16:00,监测点A1,14,62,122,58,85,0.9,0,0,0,0
2019/10/26 17:00,监测点A1,13,63,120,57,90,0.9,0,0,0,0
2019/10/26 18:00,监测点A1,11,65,120,60,74,0.9,0,0,0,0
2019/10/26 19:00,监测点A1,10,56,126,56,49,0.9,0,0,0,0
2019/10/26 20:00,监测点A1,9,44,123,59,56,0.8,0,0,0,0
2019/10/26 21:00,监测点A1,8,41,111,56,54,0.8,0,0,0,0
2019/10/26 22:00,监测点A1,8,51,102,52,38,0.9,0,0,0,0
2019/10/26 23:00,监测点A1,8,53,107,51,31,0.8,0,0,0,0
2019/10/27 0:00,监测点A1,8,51,96,53,32,0.8,0,0,0,0
2019/10/27 1:00,监测点A1,8,40,82,41,40,0.7,0,0,0,0
2019/10/27 2:00,监测点A1,8,49,66,36,29,0.8,0,0,0,0
2019/10/27 3:00,监测点A1,8,42,68,38,35,0.7,0,0,0,0
2019/10/27 4:00,监测点A1,8,41,56,34,36,0.7,0,0,0,0
2019/10/27 5:00,监测点A1,8,40,50,27,36,0.7,0,0,0,0
2019/10/27 6:00,监测点A1,7,32,48,25,39,0.7,0,0,0,0
2019/10/27 7:00,监测点A1,7,40,51,25,35,0.7,0,0,0,0
2019/10/27 8:00,监测点A1,8,46,50,23,34,0.7,0,0,0,0
2019/10/27 9:00,监测点A1,8,44,59,23,39,0.7,0,0,0,0
2019/10/27 10:00,监测点A1,10,39,57,22,49,0.7,0,0,0,0
2019/10/27 11:00,监测点A1,9,33,59,25,72,0.7,0,0,0,0
2019/10/27 12:00,监测点A1,9,32,73,33,100,0.8,0,0,0,0
2019/10/27 13:00,监测点A1,9,32,78,40,132,0.8,0,0,0,0
2019/10/27 14:00,监测点A1,8,26,75,47,172,0.7,0,0,0,0
2019/10/27 15:00,监测点A1,8,26,83,44,198,0.7,0,0,0,0
2019/10/27 16:00,监测点A1,8,37,83,45,205,0.7,0,0,0,0
2019/10/27 17:00,监测点A1,13,51,106,54,220,0.8,0,0,0,0
2019/10/27 18:00,监测点A1,14,51,135,62,168,0.9,0,0,0,0
2019/10/27 19:00,监测点A1,13,46,133,60,132,0.8,0,0,0,0
2019/10/27 20:00,监测点A1,13,56,124,61,91,0.9,0,0,0,0
2019/10/27 21:00,监测点A1,13,52,126,66,85,0.8,0,0,0,0
2019/10/27 22:00,监测点A1,15,55,113,63,69,0.8,0,0,0,0
2019/10/27 23:00,监测点A1,14,55,116,59,57,0.8,0,0,0,0
2019/10/28 0:00,监测点A1,25,57,108,59,53,0.9,0,0,0,0
2019/10/28 1:00,监测点A1,16,60,122,65,43,0.9,0,0,0,0
2019/10/28 2:00,监测点A1,18,61,123,62,28,0.9,0,0,0,0
2019/10/28 3:00,监测点A1,21,64,97,47,20,0.8,0,0,0,0
2019/10/28 4:00,监测点A1,23,70,80,37,12,0.9,0,0,0,0
2019/10/28 5:00,监测点A1,22,67,74,33,9,0.9,0,0,0,0
2019/10/28 6:00,监测点A1,23,65,66,28,6,0.9,0,0,0,0
2019/10/28 7:00,监测点A1,23,61,68,29,10,0.9,0,0,0,0
2019/10/28 8:00,监测点A1,25,60,64,30,11,0.9,0,0,0,0
2019/10/28 9:00,监测点A1,23,51,80,34,21,0.9,0,0,0,0
2019/10/28 10:00,监测点A1,22,53,83,31,33,0.9,0,0,0,0
2019/10/28 11:00,监测点A1,20,50,87,34,54,0.9,0,0,0,0
2019/10/28 12:00,监测点A1,18,47,99,37,54,0.9,0,0,0,0
2019/10/28 13:00,监测点A1,13,34,102,34,48,0.8,0,0,0,0
2019/10/28 14:00,监测点A1,10,35,76,26,30,0.8,0,0,0,0
2019/10/28 15:00,监测点A1,9,37,58,18,22,0.8,0,0,0,0
2019/10/28 16:00,监测点A1,8,39,44,16,20,0.7,16.1,63.909,4.6,0.7
2019/10/28 17:00,监测点A1,8,47,37,9,15,0.6,19.2,68.459,3.8,25.3
2019/10/28 18:00,监测点A1,10,54,39,9,8,0.7,18.9,68.838,4.9,25.3
2019/10/28 19:00,监测点A1,10,50,46,10,7,0.7,18.4,70.208,4.5,25.3
2019/10/28 20:00,监测点A1,10,48,39,9,8,0.7,18.3,71.378,4.1,25.3
2019/10/28 21:00,监测点A1,11,48,36,10,7,0.7,18.1,71.598,3.8,25.3
2019/10/28 22:00,监测点A1,10,44,28,9,16,0.7,18.2,68.668,4.6,25.3
2019/10/28 23:00,监测点A1,9,36,15,6,25,0.7,18.2,68.987,4.4,25.3
2019/10/29 0:00,监测点A1,8,32,12,3,29,0.6,17.8,70.157,4.9,25.3
2019/10/29 1:00,监测点A1,9,38,21,3,23,0.6,17.5,71.302,3.9,25.3
2019/10/29 2:00,监测点A1,10,41,18,6,21,0.6,17.3,72.368,3.4,25.3
2019/10/29 3:00,监测点A1,10,42,18,7,19,0.6,17,73.491,4.5,25.3
2019/10/29 4:00,监测点A1,11,39,15,6,20,0.6,16.7,74.217,4.6,25.3
2019/10/29 5:00,监测点A1,9,35,22,9,30,0.6,16.6,73.155,4.5,25.3
2019/10/29 6:00,监测点A1,9,38,24,10,31,0.6,16.7,72.045,5,25.3
2019/10/29 7:00,监测点A1,9,34,27,12,40,0.6,17.1,67.173,5.1,25.3
2019/10/29 8:00,监测点A1,8,29,34,9,54,0.6,18,60.985,5.5,25.3
2019/10/29 9:00,监测点A1,9,30,37,8,62,0.6,19.1,55.733,5.1,25.3
2019/10/29 10:00,监测点A1,9,31,55,13,76,0.5,20.5,50.08,4.2,25
2019/10/29 11:00,监测点A1,9,28,61,11,102,0.4,21.8,44.674,4.4,20
2019/10/29 12:00,监测点A1,8,23,53,12,125,0.4,22.9,40.716,4.3,32
2019/10/29 13:00,监测点A1,8,21,50,10,141,0.4,24.1,37.196,3.5,36
2019/10/29 14:00,监测点A1,7,21,42,14,147,0.4,25,35.352,2.7,38
2019/10/29 15:00,监测点A1,7,20,36,11,142,0.3,25.6,33.997,3.1,58
2019/10/29 16:00,监测点A1,7,25,38,7,145,0.3,25.5,35.469,2.5,39
2019/10/29 17:00,监测点A1,7,34,42,8,131,0.3,24.5,39.552,2.2,50
2019/10/29 18:00,监测点A1,8,59,51,15,99,0.5,23.6,43.59,1.4,43
2019/10/29 19:00,监测点A1,9,97,83,25,49,0.6,22.8,46.655,1.5,31
2019/10/29 20:00,监测点A1,11,114,101,32,25,0.7,21.9,50.609,2.1,32
2019/10/29 21:00,监测点A1,13,68,95,32,53,0.5,21.6,50.265,2.3,26
2019/10/29 22:00,监测点A1,13,90,71,24,32,0.5,21,53.42,2.1,32
2019/10/29 23:00,监测点A1,11,86,67,24,28,0.5,20.4,54.555,2.2,32
2019/10/30 0:00,监测点A1,9,88,66,21,22,0.4,20,52.971,2.6,28
2019/10/30 1:00,监测点A1,8,72,58,18,34,0.4,19.7,51.053,2.5,28
2019/10/30 2:00,监测点A1,9,69,59,12,38,0.4,19.3,50.494,2.8,22
2019/10/30 3:00,监测点A1,8,56,52,15,49,0.4,19,50.54,2.8,18
2019/10/30 4:00,监测点A1,9,54,51,16,50,0.4,18.7,51.422,2.8,15
2019/10/30 5:00,监测点A1,9,59,50,19,45,0.4,18.4,52.253,2.9,15
2019/10/30 6:00,监测点A1,9,63,57,17,42,0.4,18.1,52.917,2.9,13
2019/10/30 7:00,监测点A1,10,63,64,17,46,0.4,18.2,51.795,3.4,16
2019/10/30 8:00,监测点A1,11,63,67,25,49,0.5,18.8,49.973,3.6,20
2019/10/30 9:00,监测点A1,10,46,84,26,68,0.4,19.7,48.356,3.6,34
2019/10/30 10:00,监测点A1,9,38,74,21,79,0.4,20.5,46.657,3.5,40
2019/10/30 11:00,监测点A1,9,37,71,22,86,0.4,21.7,45.049,3.4,38
2019/10/30 12:00,监测点A1,8,31,76,25,105,0.4,22.8,41.785,3.7,42
2019/10/30 13:00,监测点A1,9,26,68,22,115,0.4,23.5,41.566,3.8,41
2019/10/30 14:00,监测点A1,8,34,63,19,125,0.4,23.8,42.266,3.3,14
2019/10/30 15:00,监测点A1,8,31,80,22,144,0.4,23.8,42.873,3.4,26
2019/10/30 16:00,监测点A1,8,35,90,26,137,0.4,23.6,43.725,2.9,39
2019/10/30 17:00,监测点A1,12,45,95,28,118,0.5,22.9,46.793,2.4,57
2019/10/30 18:00,监测点A1,10,56,112,47,91,0.5,22.4,49.45,2,68
2019/10/30 19:00,监测点A1,10,59,116,40,73,0.6,22,52.76,1.5,42
2019/10/30 20:00,监测点A1,12,92,115,38,39,0.6,21.6,54.416,1.7,34
2019/10/30 21:00,监测点A1,11,130,116,40,8,0.6,21.4,53.108,1.9,29
2019/10/30 22:00,监测点A1,11,128,127,37,6,0.6,21.5,48.36,1.9,34
2019/10/30 23:00,监测点A1,18,124,131,44,6,0.7,21,50.138,2,38
2019/10/31 0:00,监测点A1,26,121,148,46,6,0.6,20.8,49.677,2.3,28
2019/10/31 1:00,监测点A1,16,115,143,46,8,0.5,21,47.558,2.6,24
2019/10/31 2:00,监测点A1,12,109,132,41,8,0.5,20.7,47.816,2.7,16
2019/10/31 3:00,监测点A1,11,91,123,36,18,0.5,20.6,47.965,2.6,16
2019/10/31 4:00,监测点A1,11,80,110,37,27,0.4,20.6,46.93,2.7,16
2019/10/31 5:00,监测点A1,11,70,112,35,36,0.4,20.6,46.46,2.8,22
2019/10/31 6:00,监测点A1,12,70,105,34,38,0.4,20.5,45.47,2.6,22
2019/10/31 7:00,监测点A1,13,91,109,38,24,0.5,20.6,46.153,2.6,27
2019/10/31 8:00,监测点A1,13,83,121,39,33,0.5,20.8,45.368,2.8,28
2019/10/31 9:00,监测点A1,14,75,136,39,45,0.5,21.7,43.736,2.7,18
2019/10/31 10:00,监测点A1,13,63,136,38,63,0.4,22.6,41.708,3.3,31
2019/10/31 11:00,监测点A1,12,56,130,35,74,0.4,23.2,41.538,2.7,28
2019/10/31 12:00,监测点A1,12,39,118,30,98,0.4,23.9,41.006,3.2,50
2019/10/31 13:00,监测点A1,12,34,98,28,119,0.4,24.4,40.815,3.4,40
2019/10/31 14:00,监测点A1,11,35,95,33,132,0.4,24.6,41.924,2.8,31
2019/10/31 15:00,监测点A1,10,37,93,29,125,0.4,24.8,42.627,2.7,21
2019/10/31 16:00,监测点A1,10,45,98,27,125,0.5,24.6,44.916,2.8,14
2019/10/31 17:00,监测点A1,9,57,104,33,113,0.5,23.8,48.282,2.3,14
2019/10/31 18:00,监测点A1,9,81,118,37,69,0.6,23.2,52.018,2,32
2019/10/31 19:00,监测点A1,9,90,122,37,41,0.6,22.7,54.241,1.5,30
2019/10/31 20:00,监测点A1,9,108,122,43,24,0.6,22.5,54.719,1.3,21
2019/10/31 21:00,监测点A1,10,128,126,42,6,0.7,22.5,54.823,1.4,26
2019/10/31 22:00,监测点A1,10,124,136,43,5,0.7,22.5,54.691,1.4,48
2019/10/31 23:00,监测点A1,10,124,128,45,5,0.7,22.3,56.242,1.5,52
2019/11/1 0:00,监测点A1,12,125,139,48,6,0.8,22.3,55.819,1.1,48
2019/11/1 1:00,监测点A1,13,129,151,58,5,0.8,22.2,57.108,1.3,66
2019/11/1 2:00,监测点A1,13,130,161,61,6,0.8,22,57.134,1.1,34
2019/11/1 3:00,监测点A1,14,128,171,62,5,0.8,21.8,56.967,1.4,48
2019/11/1 4:00,监测点A1,14,127,159,66,5,0.8,21.7,57.404,1.1,38
2019/11/1 5:00,监测点A1,13,122,159,60,5,0.8,21.5,59.623,1.1,14
2019/11/1 6:00,监测点A1,16,115,155,64,11,0.9,21.2,62.156,1.2,333
2019/11/1 7:00,监测点A1,21,117,160,72,13,0.9,21.3,60.471,1.4,36
2019/11/1 8:00,监测点A1,20,120,176,77,15,1,22.6,54.465,1.4,17
2019/11/1 9:00,监测点A1,26,87,168,71,54,0.7,25,43.587,2,34
2019/11/1 10:00,监测点A1,26,40,124,48,104,0.5,26,39.615,2.1,32
2019/11/1 11:00,监测点A1,27,50,99,37,113,0.5,26.8,38.961,1.6,20
2019/11/1 12:00,监测点A1,20,52,106,37,131,0.6,28.3,37.172,1.5,40
2019/11/1 13:00,监测点A1,18,43,110,43,167,0.5,29.1,36.626,1.6,328
2019/11/1 14:00,监测点A1,17,33,105,37,197,0.5,29.4,37.164,1.3,20
2019/11/1 15:00,监测点A1,15,39,97,39,217,0.5,29.5,37.525,1.3,338
2019/11/1 16:00,监测点A1,14,39,118,45,228,0.5,29.4,38.748,0.7,327
2019/11/1 17:00,监测点A1,13,47,110,45,223,0.6,28.5,42.507,0.6,314
2019/11/1 18:00,监测点A1,14,103,116,45,150,0.8,27.3,46.623,0.9,276
2019/11/1 19:00,监测点A1,21,172,153,60,80,0.9,26.7,49.027,0.8,266
2019/11/1 20:00,监测点A1,23,150,178,73,90,1.4,26.3,49.464,0.7,274
2019/11/1 21:00,监测点A1,17,173,211,97,45,1,25.4,55.616,0.7,235
2019/11/1 22:00,监测点A1,10,100,183,81,65,1,24.6,64.181,0.9,164
2019/11/1 23:00,监测点A1,10,61,137,64,72,0.8,24.1,68.836,2.3,174
2019/11/2 0:00,监测点A1,11,58,122,52,58,0.6,23.6,72.074,1.3,185
2019/11/2 1:00,监测点A1,14,60,97,42,41,0.5,23.1,74.83,0.6,180
2019/11/2 2:00,监测点A1,12,59,75,32,33,0.5,23,76.577,0.5,208
2019/11/2 3:00,监测点A1,10,65,72,28,21,0.6,22.8,77.618,0.5,296
2019/11/2 4:00,监测点A1,9,61,79,32,18,0.5,22.3,79.928,0.6,314
2019/11/2 5:00,监测点A1,9,54,74,39,22,0.6,22.6,79.153,0.8,306
2019/11/2 6:00,监测点A1,9,69,92,48,13,0.6,22.6,78.795,0.8,182
2019/11/2 7:00,监测点A1,9,66,83,41,18,0.6,23.2,76.857,0.7,194
2019/11/2 8:00,监测点A1,9,67,84,32,25,0.7,23.8,73.939,0.9,314
2019/11/2 9:00,监测点A1,12,84,93,39,34,0.7,24.2,71.109,1.2,311
2019/11/2 10:00,监测点A1,13,57,115,46,104,0.6,27.1,55.299,1.1,28
2019/11/2 11:00,监测点A1,13,49,122,53,175,0.6,27.7,49.79,1,21
2019/11/2 12:00,监测点A1,13,38,119,60,230,0.6,28.5,45.973,1.5,334
2019/11/2 13:00,监测点A1,12,40,124,60,270,0.6,29.4,44.973,1.4,300
2019/11/2 14:00,监测点A1,16,64,139,65,292,0.7,28,52.615,2.8,314
2019/11/2 15:00,监测点A1,19,68,176,84,299,0.8,27.8,53.12,2.4,311
2019/11/2 16:00,监测点A1,16,59,198,106,330,0.8,28,52.396,1.7,292
2019/11/2 17:00,监测点A1,17,65,184,95,303,0.7,27.5,53.232,1.2,278
2019/11/2 18:00,监测点A1,18,72,189,93,240,0.8,26.9,52.44,0.9,270
2019/11/2 19:00,监测点A1,20,122,174,89,133,1,26.4,53.774,0.8,286
2019/11/2 20:00,监测点A1,19,131,230,110,86,1,26,52.529,0.5,272
2019/11/2 21:00,监测点A1,19,177,215,104,36,1.2,25.5,56.716,0.9,293
2019/11/2 22:00,监测点A1,19,191,261,123,20,1.1,24.7,62.515,0.8,184
2019/11/2 23:00,监测点A1,11,89,205,108,61,0.9,23.9,70.838,1.4,166
2019/11/3 0:00,监测点A1,8,52,143,75,67,0.7,23.7,73.301,1,178
2019/11/3 1:00,监测点A1,9,92,109,56,29,0.8,23,77.372,1.3,298
2019/11/3 2:00,监测点A1,17,160,147,74,6,1,22.9,71.815,0.8,286
2019/11/3 3:00,监测点A1,17,157,170,94,5,0.9,23,71.2,0.8,298
2019/11/3 4:00,监测点A1,17,152,159,88,11,1.1,22.9,73.068,1,12
2019/11/3 5:00,监测点A1,17,142,181,98,6,1.2,23.1,66.269,1.5,63
2019/11/3 6:00,监测点A1,13,121,165,78,5,0.9,23,65.327,1.1,22
2019/11/3 7:00,监测点A1,14,97,123,56,13,0.7,23.5,57.75,2,26
2019/11/3 8:00,监测点A1,17,78,108,45,36,0.7,25,49.465,2.3,24
2019/11/3 9:00,监测点A1,16,56,106,45,71,0.6,25.8,46.032,2.4,16
2019/11/3 10:00,监测点A1,13,32,102,37,118,0.4,26.5,41.791,3.3,56
2019/11/3 11:00,监测点A1,13,25,88,29,147,0.4,27.8,37.497,3.4,62
2019/11/3 12:00,监测点A1,12,22,83,32,175,0.4,28.4,36.16,3.5,44
2019/11/3 13:00,监测点A1,11,19,85,32,188,0.4,29,35.546,3.2,50
2019/11/3 14:00,监测点A1,11,19,84,34,198,0.4,29.2,36.74,2.8,26
2019/11/3 15:00,监测点A1,11,21,83,35,195,0.5,28.6,38.341,3,14
2019/11/3 16:00,监测点A1,13,23,91,32,188,0.5,28.7,38.252,3.1,29
2019/11/3 17:00,监测点A1,14,30,94,34,185,0.5,27.9,42.588,2.6,24
2019/11/3 18:00,监测点A1,14,36,110,44,160,0.6,26.7,47.086,3.5,24
2019/11/3 19:00,监测点A1,14,31,131,46,132,0.6,25.8,48.958,4.1,21
2019/11/3 20:00,监测点A1,13,27,110,49,121,0.6,25.1,50.779,4.3,19
2019/11/3 21:00,监测点A1,13,33,96,43,106,0.6,24.3,53.337,4.7,26
2019/11/3 22:00,监测点A1,12,32,101,41,103,0.6,23.6,54.233,4.8,22
2019/11/3 23:00,监测点A1,10,28,95,40,107,0.6,23.1,54.44,4.6,27
2019/11/4 0:00,监测点A1,32,28,86,42,101,0.6,22.6,55.554,3.8,25
2019/11/4 1:00,监测点A1,12,27,86,43,97,0.6,22.1,56.431,3.9,22
2019/11/4 2:00,监测点A1,11,25,80,39,101,0.5,21.7,55.115,4.1,25
2019/11/4 3:00,监测点A1,11,24,76,38,108,0.5,21.4,53.349,4.2,27
