监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),大气压(mBar),风速(m/s),风向(°)
2019/10/31 4:00,监测点C,12,39,94,33,68,0.544,21.5,NULL,1011.5,1.1,197.3
2019/10/31 5:00,监测点C,13,58,102,42,42,0.575,21.1,NULL,1011.5,0.9,303.3
2019/10/31 6:00,监测点C,12,56,112,35,41,0.544,20.8,NULL,1011.8,0.9,354.6
2019/10/31 7:00,监测点C,12,51,107,37,47,0.598,20.9,NULL,1012.3,0.7,310.8
2019/10/31 8:00,监测点C,12,66,107,40,35,0.852,21.2,NULL,1013,0.6,338.9
2019/10/31 9:00,监测点C,13,49,114,38,57,0.807,21.9,NULL,1013.9,1,225.6
2019/10/31 10:00,监测点C,13,24,100,33,88,0.605,23.6,NULL,1014.5,1.6,180.8
2019/10/31 11:00,监测点C,12,23,91,35,94,0.564,24.5,NULL,1014.4,1.7,201.7
2019/10/31 12:00,监测点C,12,23,100,35,100,0.575,25.2,NULL,1013.3,2.1,207.6
2019/10/31 13:00,监测点C,12,23,96,36,106,0.584,25.5,NULL,1012.4,2.5,203.7
2019/10/31 14:00,监测点C,11,25,84,35,106,0.599,26.2,NULL,1011.6,1.8,217.6
2019/10/31 15:00,监测点C,12,33,86,40,97,0.664,25.8,NULL,1011.1,1.8,220.7
2019/10/31 16:00,监测点C,11,32,90,36,97,0.629,26.2,NULL,1010.7,1.7,203.3
2019/10/31 17:00,监测点C,11,44,80,38,86,0.721,25.9,NULL,1010.7,1.2,259.3
2019/10/31 18:00,监测点C,13,55,98,50,61,0.927,25.2,NULL,1010.8,0.8,268.8
2019/10/31 19:00,监测点C,12,67,104,54,41,1.355,25.2,NULL,1010.8,0.8,173.1
2019/10/31 20:00,监测点C,13,73,145,69,38,0.892,24.8,NULL,1011.5,0.7,277.5
2019/10/31 21:00,监测点C,13,100,146,91,13,1.132,24.3,NULL,1012,0.5,11.1
2019/10/31 22:00,监测点C,14,103,202,97,9,1.088,24,NULL,1012.2,0.7,334.6
2019/10/31 23:00,监测点C,13,101,185,84,8,1.205,23.8,NULL,1012.3,0.5,179.7
2019/11/1 0:00,监测点C,12,95,187,78,7,1.337,23.9,NULL,1012.1,0.4,172.6
2019/11/1 1:00,监测点C,11,65,155,58,27,0.939,23.8,NULL,1011.6,0.7,213.7
2019/11/1 2:00,监测点C,15,89,126,63,9,0.814,23.3,NULL,1011.4,1.1,272.2
2019/11/1 3:00,监测点C,16,85,127,61,10,0.798,22.6,NULL,1011.2,0.8,337.7
2019/11/1 4:00,监测点C,16,87,154,67,6,0.837,22.1,NULL,1011,0.4,5
2019/11/1 5:00,监测点C,14,87,145,60,6,0.806,22,NULL,1010.8,0.4,312.5
2019/11/1 6:00,监测点C,14,84,133,45,7,0.703,21.9,NULL,1011.4,0.6,333.2
2019/11/1 7:00,监测点C,16,79,123,45,12,0.712,21.7,NULL,1011.8,0.8,313.9
2019/11/1 8:00,监测点C,17,74,113,49,23,0.98,22.4,NULL,1012.6,0.8,324.8
2019/11/1 9:00,监测点C,19,65,99,49,42,1.003,23.8,NULL,1013.2,0.8,334.2
2019/11/1 10:00,监测点C,21,50,108,41,70,0.654,25.2,NULL,1013.4,1.2,306.2
2019/11/1 11:00,监测点C,18,35,102,38,95,0.523,26.6,NULL,1013.2,1.2,328.7
2019/11/1 12:00,监测点C,16,27,89,35,112,0.484,27.8,NULL,1012.4,1.4,233.9
2019/11/1 13:00,监测点C,15,25,79,35,132,0.498,28.8,NULL,1011.1,1.3,306.6
2019/11/1 14:00,监测点C,15,23,86,37,158,0.489,29.1,NULL,1010,1.3,322.3
2019/11/1 15:00,监测点C,14,22,88,35,167,0.489,29.5,NULL,1009.1,1.6,304.4
2019/11/1 16:00,监测点C,14,23,78,35,174,0.474,29.7,NULL,1008.6,1.3,321.3
2019/11/1 17:00,监测点C,14,26,78,39,174,0.529,30,NULL,1008.3,0.9,316.8
2019/11/1 18:00,监测点C,13,43,85,45,141,0.886,29.4,NULL,1008.5,0.6,286.9
2019/11/1 19:00,监测点C,12,123,103,60,44,2.238,28.2,NULL,1008.7,1,131
2019/11/1 20:00,监测点C,10,75,138,55,62,1.613,27.4,NULL,1009.2,1,164.6
2019/11/1 21:00,监测点C,10,45,93,40,80,1.133,26.6,NULL,1009.8,1.1,173.9
2019/11/1 22:00,监测点C,9,49,85,39,69,1.142,25.9,NULL,1010.2,0.9,166
2019/11/1 23:00,监测点C,10,92,126,56,21,1.361,25.2,NULL,1010.4,0.6,242.4
2019/11/2 0:00,监测点C,9,42,100,42,65,1.015,25.1,NULL,1010.3,0.5,176.5
2019/11/2 1:00,监测点C,9,46,77,47,53,0.962,24.8,NULL,1010.1,0.7,177.2
2019/11/2 2:00,监测点C,13,41,84,43,57,0.715,24.4,NULL,1009.7,0.6,153.3
2019/11/2 3:00,监测点C,17,55,75,43,38,0.774,24.1,NULL,1009.5,0.5,228.9
2019/11/2 4:00,监测点C,17,56,81,38,40,0.746,24,NULL,1009.2,0.5,266.1
2019/11/2 5:00,监测点C,16,63,83,38,29,0.61,23.2,NULL,1009.4,1,330.7
2019/11/2 6:00,监测点C,17,72,97,41,16,0.646,22.5,NULL,1009.5,0.8,346.6
2019/11/2 7:00,监测点C,16,71,84,41,17,0.721,22.4,NULL,1009.9,0.5,347.3
2019/11/2 8:00,监测点C,19,78,91,52,15,0.88,22.8,NULL,1010.5,0.8,352.1
2019/11/2 9:00,监测点C,23,74,99,59,28,0.863,23.6,NULL,1011.3,0.7,342.8
2019/11/2 10:00,监测点C,25,64,113,61,44,0.848,24.6,NULL,1011.7,0.8,345.6
2019/11/2 11:00,监测点C,24,52,106,56,76,0.751,26,NULL,1011.2,1.1,335.7
2019/11/2 12:00,监测点C,18,43,104,52,111,0.698,27.1,NULL,1010.4,1.5,336.7
2019/11/2 13:00,监测点C,16,30,101,47,149,0.595,28.4,NULL,1009.3,1.5,315.1
2019/11/2 14:00,监测点C,14,16,78,38,170,0.451,29.7,NULL,1008.4,1.1,302.3
2019/11/2 15:00,监测点C,13,19,68,40,179,0.478,30.4,NULL,1007.9,1.5,320.1
2019/11/2 16:00,监测点C,13,19,78,39,180,0.471,30.8,NULL,1007.4,1.3,317.7
2019/11/2 17:00,监测点C,14,21,75,41,180,0.493,30.9,NULL,1007.2,1.1,300.6
2019/11/2 18:00,监测点C,14,39,78,42,157,0.708,30.2,NULL,1007.5,0.6,332.5
2019/11/2 19:00,监测点C,12,74,96,54,73,1.428,29.3,NULL,1007.8,1,135.2
2019/11/2 20:00,监测点C,10,41,92,43,78,1.081,28.4,NULL,1008.1,1.1,169.5
2019/11/2 21:00,监测点C,10,45,74,34,66,1.092,27.8,NULL,1008.5,0.8,163.4
2019/11/2 22:00,监测点C,11,68,79,38,45,1.038,27.4,NULL,1008.9,0.9,216.1
2019/11/2 23:00,监测点C,12,101,137,56,8,1.229,26.7,NULL,1009.2,0.5,264
2019/11/3 0:00,监测点C,14,82,121,46,22,1.104,26.6,NULL,1009.1,0.9,193.3
2019/11/3 1:00,监测点C,17,65,96,44,34,0.781,26.3,NULL,1008.8,0.8,184.4
2019/11/3 2:00,监测点C,14,31,80,40,76,0.626,26.5,NULL,1008.7,1.3,162.2
2019/11/3 3:00,监测点C,12,18,71,38,92,0.511,26.4,NULL,1008.5,1.5,144.9
2019/11/3 4:00,监测点C,13,13,65,38,99,0.469,26,NULL,1008.3,2.8,154.6
2019/11/3 5:00,监测点C,13,13,68,37,100,0.473,25.8,NULL,1008.4,1.4,146.8
2019/11/3 6:00,监测点C,13,15,66,36,98,0.515,25.5,NULL,1008.9,1.5,136.6
2019/11/3 7:00,监测点C,14,18,76,39,98,0.566,25.1,NULL,1009.6,1.6,153.7
2019/11/3 8:00,监测点C,14,19,79,46,102,0.656,24.8,NULL,1010.4,2.3,156.9
2019/11/3 9:00,监测点C,15,20,86,48,108,0.687,25,NULL,1010.8,2.4,149.9
2019/11/3 10:00,监测点C,16,28,91,47,107,0.73,25.7,NULL,1011.7,1.5,137.4
2019/11/3 11:00,监测点C,18,20,98,44,129,0.664,27.2,NULL,1011.4,2.9,189.7
2019/11/3 12:00,监测点C,19,23,97,52,137,0.653,27.8,NULL,1010.6,3.4,193.7
2019/11/3 13:00,监测点C,18,21,97,54,152,0.65,28.9,NULL,1009.8,2.8,170.9
2019/11/3 14:00,监测点C,16,19,90,53,157,0.662,29.2,NULL,1009,2.5,138.6
2019/11/3 15:00,监测点C,15,19,88,49,152,0.667,29.5,NULL,1008.4,2.6,163.1
2019/11/3 16:00,监测点C,13,22,89,51,139,0.666,29.2,NULL,1008.5,2.4,137.1
2019/11/3 17:00,监测点C,11,21,97,52,134,0.714,28.2,NULL,1008.8,2.6,144.2
2019/11/3 18:00,监测点C,12,27,94,47,124,0.81,27.4,NULL,1009.3,2.4,158
2019/11/3 19:00,监测点C,9,22,75,38,115,0.762,26.4,NULL,1009.7,2.8,145.6
2019/11/3 20:00,监测点C,9,18,55,41,114,0.662,25.2,NULL,1010.4,3.6,152
2019/11/3 21:00,监测点C,9,17,64,46,113,0.653,24.6,NULL,1011,3.4,148.5
2019/11/3 22:00,监测点C,8,15,59,47,112,0.635,24.2,NULL,1011.3,2.8,150.2
2019/11/3 23:00,监测点C,8,14,60,44,111,0.617,23.6,NULL,1011.4,3.2,151.7
2019/11/4 0:00,监测点C,8,13,53,47,112,0.58,23.2,NULL,1011.4,3.2,151.6
2019/11/4 1:00,监测点C,8,12,58,53,115,0.556,22.9,NULL,1011.3,3.6,147.8
2019/11/4 2:00,监测点C,8,11,58,55,116,0.536,22.8,NULL,1011.2,3.2,146.3
2019/11/4 3:00,监测点C,8,11,61,54,115,0.522,22.5,NULL,1011,3.5,148.5
2019/11/4 4:00,监测点C,8,11,54,50,114,0.511,22.4,NULL,1011,3.1,147.1
2019/11/4 5:00,监测点C,9,12,60,47,115,0.521,22.2,NULL,1011.3,3.2,144.6
2019/11/4 6:00,监测点C,9,12,56,45,117,0.524,22,NULL,1011.6,3.3,147.1
2019/11/4 7:00,监测点C,10,16,63,44,122,0.543,22.1,NULL,1012.1,3.1,148.9
2019/11/4 8:00,监测点C,11,19,69,46,123,0.649,22.4,NULL,1012.6,3.4,146.2
2019/11/4 9:00,监测点C,12,20,85,44,130,0.653,23.1,NULL,1012.9,3.2,147.6
2019/11/4 10:00,监测点C,12,20,83,43,134,0.651,24.1,NULL,1013.2,2.5,137.4
2019/11/4 11:00,监测点C,13,21,90,40,150,0.617,25.4,NULL,1012.9,3.3,162.2
2019/11/4 12:00,监测点C,13,19,106,40,158,0.631,26.1,NULL,1012.1,3.5,174.7
2019/11/4 13:00,监测点C,12,20,85,39,160,0.635,27.1,NULL,1011,2.8,149.6
2019/11/4 14:00,监测点C,12,19,79,36,165,0.582,27.8,NULL,1010,2.4,136.7
2019/11/4 15:00,监测点C,12,20,99,37,167,0.58,28.3,NULL,1009.3,2.4,169
2019/11/4 16:00,监测点C,11,21,82,36,167,0.554,28.2,NULL,1008.8,2.7,155.9
2019/11/4 17:00,监测点C,12,23,67,40,167,0.625,27.9,NULL,1008.7,2.5,184.1
2019/11/4 18:00,监测点C,12,30,86,46,156,0.774,26.9,NULL,1009.1,2.6,186.8
2019/11/4 19:00,监测点C,12,38,99,50,137,0.932,26.2,NULL,1009.6,1.8,157.7
2019/11/4 20:00,监测点C,11,34,90,45,133,0.766,25.4,NULL,1010.1,1.4,149.6
2019/11/4 21:00,监测点C,11,30,76,41,133,0.735,24.9,NULL,1010.7,1.6,148.1
2019/11/4 22:00,监测点C,12,25,74,36,133,0.629,24.3,NULL,1010.9,1.9,151.6
2019/11/4 23:00,监测点C,15,26,70,40,126,0.614,23.6,NULL,1011.2,2,147.5
2019/11/5 0:00,监测点C,14,24,80,42,125,0.617,23,NULL,1010.9,2.1,151.1
2019/11/5 1:00,监测点C,14,18,78,43,137,0.593,22.5,NULL,1010.4,2.5,147.4
2019/11/5 2:00,监测点C,14,17,71,46,141,0.577,22.3,NULL,1010.2,2.5,153.4
2019/11/5 3:00,监测点C,13,16,74,48,144,0.578,21.9,NULL,1009.9,3.6,153.4
2019/11/5 4:00,监测点C,13,16,76,49,144,0.566,21.6,NULL,1009.7,3.2,157
2019/11/5 5:00,监测点C,13,16,75,48,144,0.562,21.4,NULL,1009.8,2.6,143.2
2019/11/5 6:00,监测点C,12,17,79,49,142,0.563,21.1,NULL,1010.2,2,139.8
2019/11/5 7:00,监测点C,12,22,75,50,134,0.586,21,NULL,1010.8,1.2,147.5
2019/11/5 8:00,监测点C,12,28,83,50,130,0.699,21.4,NULL,1011.6,1.4,163.1
2019/11/5 9:00,监测点C,14,33,88,51,124,0.729,22.1,NULL,1012.2,2.3,195.8
2019/11/5 10:00,监测点C,13,25,98,47,136,0.614,22.9,NULL,1012.4,3.7,193
2019/11/5 11:00,监测点C,13,21,86,44,143,0.569,23.3,NULL,1012,4.7,188.4
2019/11/5 12:00,监测点C,12,19,74,42,148,0.569,24.1,NULL,1011,4,192.6
2019/11/5 13:00,监测点C,12,18,69,41,156,0.556,24.8,NULL,1009.8,3.9,194.8
2019/11/5 14:00,监测点C,12,17,68,40,162,0.545,25.6,NULL,1008.5,3.1,197.3
2019/11/5 15:00,监测点C,11,18,73,41,164,0.55,26.3,NULL,1007.6,2.3,207.6
2019/11/5 16:00,监测点C,11,20,74,42,159,0.576,26.6,NULL,1007,1.9,157.2
2019/11/5 17:00,监测点C,10,24,76,42,153,0.635,26.2,NULL,1006.9,2.1,137.4
2019/11/5 18:00,监测点C,10,32,75,46,138,0.812,25.5,NULL,1006.9,1.7,150.1
2019/11/5 19:00,监测点C,10,42,85,51,120,0.892,24.7,NULL,1007.3,1.7,152.9
2019/11/5 20:00,监测点C,11,32,87,45,132,0.751,24.2,NULL,1007.9,1.7,151.6
2019/11/5 21:00,监测点C,11,34,72,46,119,0.753,23.6,NULL,1008.1,1.3,168.6
2019/11/5 22:00,监测点C,16,50,89,50,89,0.823,23.5,NULL,1008.4,1.3,195.7
2019/11/5 23:00,监测点C,16,42,80,41,97,0.691,23.2,NULL,1008.7,1.6,203
2019/11/6 0:00,监测点C,15,40,76,41,92,0.679,22.4,NULL,1008.6,0.6,189.7
2019/11/6 1:00,监测点C,13,33,72,41,98,0.612,22.1,NULL,1008.2,0.7,214.5
2019/11/6 2:00,监测点C,15,36,66,41,88,0.591,21.5,NULL,1007.9,0.5,238.1
2019/11/6 3:00,监测点C,17,41,67,40,77,0.615,21.3,NULL,1007.5,1.1,204.9
2019/11/6 4:00,监测点C,19,34,65,38,84,0.586,20.9,NULL,1007,1,217.5
2019/11/6 5:00,监测点C,17,43,60,43,68,0.569,20.3,NULL,1007.1,0.8,318.6
2019/11/6 6:00,监测点C,15,42,75,42,70,0.586,20.1,NULL,1007.5,0.8,52.3
2019/11/6 7:00,监测点C,14,37,85,40,83,0.576,20.4,NULL,1008.1,1,153.7
2019/11/6 8:00,监测点C,15,63,80,51,46,0.863,20.2,NULL,1008.8,0.9,318.2
2019/11/6 9:00,监测点C,18,65,95,51,47,0.877,20.6,NULL,1009.4,1.2,355.8
2019/11/6 10:00,监测点C,18,53,89,46,70,0.732,21.8,NULL,1009.8,1.4,333
2019/11/6 11:00,监测点C,17,33,88,41,107,0.587,23,NULL,1009.6,1.9,298.4
2019/11/6 12:00,监测点C,13,21,64,32,134,0.502,24.7,NULL,1008.7,1.7,279.6
2019/11/6 13:00,监测点C,12,19,55,30,144,0.498,26,NULL,1007.4,1.5,258.2
2019/11/6 14:00,监测点C,12,17,56,31,160,0.472,25.7,NULL,1006.1,2.1,306.3
2019/11/6 15:00,监测点C,13,19,63,34,162,0.49,26.3,NULL,1005.3,2,286.1
2019/11/6 16:00,监测点C,13,20,59,36,167,0.494,26.6,NULL,1004.7,2.3,268.4
2019/11/6 17:00,监测点C,16,27,67,39,154,0.566,26.6,NULL,1004.7,1.8,267.9
2019/11/6 18:00,监测点C,16,36,71,45,137,0.739,26,NULL,1005.2,1.4,216.2
2019/11/6 19:00,监测点C,17,40,91,49,120,0.843,25,NULL,1005.6,1.9,163.1
2019/11/6 20:00,监测点C,19,41,78,47,109,0.813,24.5,NULL,1006.2,1.4,168.6
2019/11/6 21:00,监测点C,19,44,78,50,93,0.879,23.9,NULL,1007,0.5,185
2019/11/6 22:00,监测点C,15,80,92,51,50,0.996,23.4,NULL,1007.6,0.7,291.1
2019/11/6 23:00,监测点C,15,54,88,42,73,0.94,23.4,NULL,1008.1,0.7,184.3
2019/11/7 0:00,监测点C,16,48,76,41,76,0.802,23.2,NULL,1008.1,1.1,196.9
2019/11/7 1:00,监测点C,15,55,77,42,66,0.808,22.8,NULL,1007.9,0.8,117.7
2019/11/7 2:00,监测点C,16,26,73,44,106,0.586,22.6,NULL,1008,2.3,125.2
2019/11/7 3:00,监测点C,14,22,67,50,104,0.61,22,NULL,1007.9,1.8,155.1
2019/11/7 4:00,监测点C,13,20,66,49,103,0.59,21.3,NULL,1008,1.8,136.4
2019/11/7 5:00,监测点C,13,20,63,52,104,0.614,21,NULL,1008.4,1.8,146.9
2019/11/7 6:00,监测点C,13,20,67,56,101,0.634,20.7,NULL,1008.9,2.2,127.6
2019/11/7 7:00,监测点C,12,23,81,59,98,0.671,20.5,NULL,1009.7,2,149.6
2019/11/7 8:00,监测点C,13,25,74,60,94,0.786,20.5,NULL,1010.6,2.4,147.3
2019/11/7 9:00,监测点C,13,21,72,54,95,0.731,20.8,NULL,1011.6,2.7,144.4
2019/11/7 10:00,监测点C,12,22,64,46,96,0.669,22,NULL,1011.9,2.1,139
2019/11/7 11:00,监测点C,12,18,57,41,105,0.588,22.8,NULL,1011.8,1.8,118
2019/11/7 12:00,监测点C,11,16,57,37,114,0.554,23.9,NULL,1011,1.5,121.5
2019/11/7 13:00,监测点C,10,16,51,33,120,0.521,24.8,NULL,1010,2.3,136.9
2019/11/7 14:00,监测点C,9,15,43,28,119,0.472,25.5,NULL,1008.8,3.2,152
2019/11/7 15:00,监测点C,9,16,42,30,118,0.499,26.2,NULL,1008.1,2.6,156.1
2019/11/7 16:00,监测点C,8,16,40,31,118,0.493,26.6,NULL,1007.8,3.1,153.2
2019/11/7 17:00,监测点C,8,18,40,32,115,0.552,26.8,NULL,1008.2,2.3,154
2019/11/7 18:00,监测点C,9,22,46,40,118,0.641,25.6,NULL,1009.1,2.9,127.1
2019/11/7 19:00,监测点C,9,26,61,46,111,0.704,24.6,NULL,1009.7,2.4,137.2
2019/11/7 20:00,监测点C,9,23,52,46,112,0.614,23.6,NULL,1010.6,2.3,128.2
2019/11/7 21:00,监测点C,9,27,59,47,103,0.67,22.9,NULL,1011.5,1.8,140.6
2019/11/7 22:00,监测点C,8,23,63,44,104,0.626,22.3,NULL,1011.8,2.3,147.6
2019/11/7 23:00,监测点C,8,19,55,40,108,0.571,22.2,NULL,1012.3,2.9,137.7
2019/11/8 0:00,监测点C,8,16,53,39,108,0.555,21.7,NULL,1012.5,2.7,144.9
2019/11/8 1:00,监测点C,8,16,44,38,105,0.543,21.3,NULL,1012.2,2.2,147.9
2019/11/8 2:00,监测点C,9,15,46,38,105,0.524,21.1,NULL,1012.1,2.6,140.9
2019/11/8 3:00,监测点C,9,14,45,39,107,0.523,20.7,NULL,1011.9,2.9,141.7
2019/11/8 4:00,监测点C,9,14,44,40,109,0.526,20.5,NULL,1012.1,3.5,157.7
2019/11/8 5:00,监测点C,9,13,52,40,106,0.534,20.2,NULL,1012.5,3.8,161.3
2019/11/8 6:00,监测点C,9,13,50,40,105,0.546,19.9,NULL,1013,3.1,147.3
2019/11/8 7:00,监测点C,10,18,57,42,101,0.586,19.6,NULL,1013.9,2.5,145.2
2019/11/8 8:00,监测点C,10,24,51,43,96,0.701,19.7,NULL,1014.7,2,150.5
2019/11/8 9:00,监测点C,12,28,56,40,96,0.709,20.6,NULL,1015.2,2,161
2019/11/8 10:00,监测点C,13,25,70,34,107,0.611,21.7,NULL,1015.7,3.9,187.1
2019/11/8 11:00,监测点C,12,19,60,27,112,0.542,22.6,NULL,1015.6,4,188.6
2019/11/8 12:00,监测点C,12,19,45,27,118,0.543,23.5,NULL,1014.9,3.6,197.4
2019/11/8 13:00,监测点C,11,17,44,23,126,0.518,24.4,NULL,1013.6,3.4,191
2019/11/8 14:00,监测点C,10,18,39,22,132,0.494,25.2,NULL,1012.4,2.8,188.6
2019/11/8 15:00,监测点C,10,20,45,22,130,0.519,25.8,NULL,1011.4,2.4,158.2
2019/11/8 16:00,监测点C,9,20,40,24,131,0.498,25.8,NULL,1011.2,2.5,129.9
2019/11/8 17:00,监测点C,9,24,39,24,126,0.569,25.9,NULL,1011.4,2.1,160.9
2019/11/8 18:00,监测点C,10,31,53,30,120,0.77,24.9,NULL,1011.7,2,190.3
2019/11/8 19:00,监测点C,10,38,56,35,105,0.856,24,NULL,1012,1.5,157.2
2019/11/8 20:00,监测点C,11,43,60,31,83,0.785,23.2,NULL,1012.8,1.3,148.3
2019/11/8 21:00,监测点C,11,49,62,27,62,0.75,22.7,NULL,1013.5,1.1,169
2019/11/8 22:00,监测点C,12,60,74,35,55,0.771,22.2,NULL,1014,1.6,190.6
2019/11/8 23:00,监测点C,12,53,76,36,65,0.751,21.7,NULL,1014.2,1.5,180.4
2019/11/9 0:00,监测点C,14,26,63,31,103,0.517,21.8,NULL,1014.2,2.2,164.5
2019/11/9 1:00,监测点C,13,21,51,30,106,0.473,21.3,NULL,1014,1.8,159.4
2019/11/9 2:00,监测点C,12,21,41,31,105,0.459,21,NULL,1013.8,1.4,153.8
2019/11/9 3:00,监测点C,15,27,51,33,94,0.459,20.6,NULL,1013.7,1.7,167.9
2019/11/9 4:00,监测点C,16,28,45,32,92,0.478,20.4,NULL,1013.5,1.9,157.5
2019/11/9 5:00,监测点C,14,22,50,32,101,0.459,20.1,NULL,1013.5,1.7,163.1
2019/11/9 6:00,监测点C,13,19,43,32,106,0.446,19.8,NULL,1014,2.3,160.1
2019/11/9 7:00,监测点C,12,22,42,35,101,0.468,19.4,NULL,1014.7,1.2,173.6
2019/11/9 8:00,监测点C,14,32,50,40,95,0.549,19.8,NULL,1015.3,1.1,200.7
2019/11/9 9:00,监测点C,14,33,62,38,103,0.581,20.7,NULL,1015.7,2.5,200.5
2019/11/9 10:00,监测点C,14,27,70,40,114,0.541,21.6,NULL,1016,3.6,198.6
2019/11/9 11:00,监测点C,14,26,58,38,120,0.54,22.3,NULL,1015.6,3.6,189.9
2019/11/9 12:00,监测点C,14,24,59,37,126,0.545,23.4,NULL,1014.6,2.1,196.4
2019/11/9 13:00,监测点C,12,20,50,32,138,0.526,24.6,NULL,1013.3,2,198.6
2019/11/9 14:00,监测点C,12,19,49,32,148,0.494,25.1,NULL,1012,2.1,239.4
2019/11/9 15:00,监测点C,11,19,49,33,150,0.485,25.5,NULL,1011.1,2.2,299.1
2019/11/9 16:00,监测点C,11,22,47,32,151,0.477,26.2,NULL,1010.5,1.4,320.3
2019/11/9 17:00,监测点C,11,28,57,34,146,0.534,26.4,NULL,1010.5,1.2,241.6
2019/11/9 18:00,监测点C,12,33,70,39,137,0.694,25.2,NULL,1010.6,2,159.9
2019/11/9 19:00,监测点C,10,39,78,45,120,0.799,24,NULL,1010.8,1.8,158.2
2019/11/9 20:00,监测点C,10,42,70,46,105,0.86,23.2,NULL,1011.3,0.9,164.3
2019/11/9 21:00,监测点C,11,44,69,45,97,0.872,22.7,NULL,1012.2,1,178.7
2019/11/9 22:00,监测点C,12,45,69,41,93,0.788,22.1,NULL,1012.6,0.8,165.4
2019/11/9 23:00,监测点C,13,57,76,46,74,0.95,21.9,NULL,1012.8,0.9,192.2
2019/11/10 0:00,监测点C,14,43,71,43,85,0.765,21.3,NULL,1012.9,0.8,169.6
2019/11/10 1:00,监测点C,15,44,65,45,75,0.722,20.9,NULL,1012.7,0.6,166.1
2019/11/10 2:00,监测点C,13,69,72,49,44,0.742,20.5,NULL,1012.5,0.7,296.3
2019/11/10 3:00,监测点C,12,91,96,49,16,0.704,20,NULL,1012.4,0.5,300.3
2019/11/10 4:00,监测点C,11,97,108,50,6,0.687,19.4,NULL,1012.3,0.6,346.8
2019/11/10 5:00,监测点C,13,97,121,48,5,0.668,18.9,NULL,1012.2,0.5,338.3
2019/11/10 6:00,监测点C,17,96,111,56,6,0.713,18.6,NULL,1012.6,0.6,333.9
2019/11/10 7:00,监测点C,16,85,116,56,17,0.758,18.6,NULL,1013.2,0.5,118.7
2019/11/10 8:00,监测点C,13,32,66,39,87,0.578,19.6,NULL,1013.6,1.2,168.8
2019/11/10 9:00,监测点C,14,40,58,46,82,0.673,21,NULL,1014,1,263.6
2019/11/10 10:00,监测点C,15,47,69,46,82,0.631,21.3,NULL,1014.4,1.4,308.8
2019/11/10 11:00,监测点C,16,31,70,42,110,0.545,22.6,NULL,1014,1.4,277.1
2019/11/10 12:00,监测点C,15,21,61,37,137,0.512,23.9,NULL,1012.9,1.6,291.1
2019/11/10 13:00,监测点C,14,18,53,35,150,0.498,24.9,NULL,1011.4,1.8,242.2
2019/11/10 14:00,监测点C,14,18,49,35,153,0.481,26.3,NULL,1009.7,1.2,299.7
2019/11/10 15:00,监测点C,13,22,57,37,162,0.503,26.7,NULL,1008.5,1.5,359.2
2019/11/10 16:00,监测点C,12,25,68,34,158,0.48,27.2,NULL,1007.8,1.3,338.7
2019/11/10 17:00,监测点C,12,25,62,40,166,0.515,26.9,NULL,1007.7,1.2,294.1
2019/11/10 18:00,监测点C,12,41,67,39,139,0.776,26.4,NULL,1008,0.7,265.5
2019/11/10 19:00,监测点C,10,59,74,48,88,1.259,25.1,NULL,1008.3,1.1,162.4
2019/11/10 20:00,监测点C,10,50,83,46,79,1.11,23.9,NULL,1008.9,0.7,165.5
2019/11/10 21:00,监测点C,9,46,74,40,77,1.035,23.1,NULL,1009.3,0.6,155.9
2019/11/10 22:00,监测点C,9,81,73,51,36,1.327,22.7,NULL,1009.5,0.5,307.2
2019/11/10 23:00,监测点C,10,95,138,55,20,1.07,21.8,NULL,1009.7,0.7,243.3
2019/11/11 0:00,监测点C,10,45,96,42,70,0.782,21.5,NULL,1009.7,0.8,167.5
2019/11/11 1:00,监测点C,10,42,66,42,72,0.708,21.1,NULL,1009.6,1,197.5
2019/11/11 2:00,监测点C,12,40,70,42,71,0.632,20.4,NULL,1009.4,0.9,173.8
2019/11/11 3:00,监测点C,11,41,68,41,62,0.64,20.2,NULL,1009,0.8,224
2019/11/11 4:00,监测点C,11,41,68,41,60,0.611,19.7,NULL,1008.6,0.6,175.5
2019/11/11 5:00,监测点C,11,63,68,47,30,0.623,19.2,NULL,1008.5,0.7,287.3
2019/11/11 6:00,监测点C,14,55,77,44,43,0.681,18.8,NULL,1008.7,1.1,138.8
2019/11/11 7:00,监测点C,16,58,68,47,42,0.684,18.9,NULL,1009.2,0.8,255.6
2019/11/11 8:00,监测点C,18,77,73,52,25,1.073,19.6,NULL,1009.8,0.5,307.6
2019/11/11 9:00,监测点C,16,83,119,62,20,1.156,20.4,NULL,1010.5,0.9,316
2019/11/11 10:00,监测点C,18,56,115,52,65,0.796,22.8,NULL,1011.2,0.7,226.6
2019/11/11 11:00,监测点C,17,51,95,51,85,0.753,23.7,NULL,1011.2,1.2,297.5
2019/11/11 12:00,监测点C,17,25,78,41,136,0.554,25.1,NULL,1010.4,1.8,282.2
2019/11/11 13:00,监测点C,15,19,57,35,155,0.497,26.2,NULL,1009.3,1.7,284.4
2019/11/11 14:00,监测点C,14,18,56,36,162,0.474,27.3,NULL,1008.3,1.3,276.6
